COUNTY,Year,LABOR_FORCE,EMPLOYED,UNEMPLOYED
"Mellette County, SD",2007,887,848,39
"Miner County, SD",2007,1200,1158,42
"Minnehaha County, SD",2007,99419,96929,2490
"Moody County, SD",2007,4060,3909,151
"Oglala Lakota County, SD",2007,3798,3501,297
"Pennington County, SD",2007,54352,52890,1462
"Perkins County, SD",2007,1646,1598,48
"Potter County, SD",2007,1306,1268,38
"Roberts County, SD",2007,4878,4682,196
"Sanborn County, SD",2007,1471,1435,36
"Spink County, SD",2007,3393,3286,107
"Stanley County, SD",2007,1927,1883,44
"Sully County, SD",2007,992,970,22
"Todd County, SD",2007,3428,3231,197
"Tripp County, SD",2007,3007,2920,87
"Turner County, SD",2007,4305,4178,127
"Union County, SD",2007,8207,7961,246
"Walworth County, SD",2007,2714,2608,106
"Yankton County, SD",2007,12299,11984,315
"Ziebach County, SD",2007,865,814,51
"Anderson County, TN",2007,35887,34369,1518
"Bedford County, TN",2007,22991,21887,1104
"Benton County, TN",2007,7003,6576,427
"Bledsoe County, TN",2007,4943,4657,286
"Blount County, TN",2007,62908,60431,2477
"Bradley County, TN",2007,48328,46164,2164
"Campbell County, TN",2007,17046,16138,908
"Cannon County, TN",2007,6445,6133,312
"Carroll County, TN",2007,13841,12969,872
"Carter County, TN",2007,29725,28282,1443
"Cheatham County, TN",2007,20541,19754,787
"Chester County, TN",2007,7918,7502,416
"Claiborne County, TN",2007,13246,12536,710
"Clay County, TN",2007,3528,3248,280
"Cocke County, TN",2007,16605,15563,1042
"Coffee County, TN",2007,26001,24821,1180
"Crockett County, TN",2007,6596,6191,405
"Cumberland County, TN",2007,23213,21939,1274
"Davidson County, TN",2007,325361,312929,12432
"Decatur County, TN",2007,5790,5467,323
"DeKalb County, TN",2007,10422,9959,463
"Dickson County, TN",2007,23382,22410,972
"Dyer County, TN",2007,17554,16685,869
"Fayette County, TN",2007,18005,16913,1092
"Fentress County, TN",2007,7842,7348,494
"Franklin County, TN",2007,20283,19286,997
"Gibson County, TN",2007,21111,19654,1457
"Giles County, TN",2007,13464,12626,838
"Grainger County, TN",2007,10219,9682,537
"Greene County, TN",2007,31718,29533,2185
"Grundy County, TN",2007,5994,5639,355
"Hamblen County, TN",2007,30399,28963,1436
"Hamilton County, TN",2007,168789,162123,6666
"Hancock County, TN",2007,2466,2327,139
"Hardeman County, TN",2007,11647,10887,760
"Hardin County, TN",2007,12014,11360,654
"Hawkins County, TN",2007,26405,25196,1209
"Haywood County, TN",2007,9911,9221,690
"Henderson County, TN",2007,12167,11382,785
"Henry County, TN",2007,14172,13294,878
"Hickman County, TN",2007,10107,9560,547
"Houston County, TN",2007,3916,3704,212
"Humphreys County, TN",2007,9183,8676,507
"Jackson County, TN",2007,4991,4651,340
"Jefferson County, TN",2007,24508,23258,1250
"Johnson County, TN",2007,7415,7000,415
"Knox County, TN",2007,229804,221965,7839
"Lake County, TN",2007,2721,2562,159
"Lauderdale County, TN",2007,10478,9788,690
"Lawrence County, TN",2007,16755,15399,1356
"Lewis County, TN",2007,5441,5045,396
"Lincoln County, TN",2007,17528,16905,623
"Loudon County, TN",2007,23300,22395,905
"McMinn County, TN",2007,24906,23530,1376
"McNairy County, TN",2007,12420,11676,744
"Macon County, TN",2007,10569,9938,631
"Madison County, TN",2007,49023,46606,2417
"Marion County, TN",2007,13154,12378,776
"Marshall County, TN",2007,13070,12087,983
"Maury County, TN",2007,36916,34037,2879
"Meigs County, TN",2007,4929,4622,307
"Monroe County, TN",2007,19630,18481,1149
"Montgomery County, TN",2007,68883,65642,3241
"Moore County, TN",2007,3196,3064,132
"Morgan County, TN",2007,8494,8003,491
"Obion County, TN",2007,15737,14866,871
"Overton County, TN",2007,10189,9454,735
"Perry County, TN",2007,3157,2916,241
"Pickett County, TN",2007,1937,1780,157
"Polk County, TN",2007,7148,6789,359
"Putnam County, TN",2007,35659,34045,1614
"Rhea County, TN",2007,13174,12410,764
"Roane County, TN",2007,27068,25877,1191
"Robertson County, TN",2007,33095,31654,1441
"Rutherford County, TN",2007,130630,125789,4841
"Scott County, TN",2007,8771,8156,615
"Sequatchie County, TN",2007,6185,5886,299
"Sevier County, TN",2007,48350,45955,2395
"Shelby County, TN",2007,446771,424197,22574
"Smith County, TN",2007,9148,8659,489
"Stewart County, TN",2007,5896,5536,360
"Sullivan County, TN",2007,74033,71092,2941
"Sumner County, TN",2007,79517,76262,3255
"Tipton County, TN",2007,28295,26840,1455
"Trousdale County, TN",2007,3686,3477,209
"Unicoi County, TN",2007,8429,7988,441
"Union County, TN",2007,8826,8435,391
"Van Buren County, TN",2007,2505,2356,149
"Warren County, TN",2007,17935,16793,1142
"Washington County, TN",2007,61604,59119,2485
"Wayne County, TN",2007,6671,6180,491
"Weakley County, TN",2007,15734,14711,1023
"White County, TN",2007,10612,9971,641
"Williamson County, TN",2007,88210,84981,3229
"Wilson County, TN",2007,57487,55167,2320
"Anderson County, TX",2007,20033,19024,1009
"Andrews County, TX",2007,6678,6465,213
"Angelina County, TX",2007,39625,37905,1720
"Aransas County, TX",2007,10996,10554,442
"Archer County, TX",2007,5100,4939,161
"Armstrong County, TX",2007,1068,1032,36
"Atascosa County, TX",2007,18717,17957,760
"Austin County, TX",2007,12820,12342,478
"Bailey County, TX",2007,3277,3137,140
"Bandera County, TX",2007,9579,9219,360
"Bastrop County, TX",2007,33376,31996,1380
"Baylor County, TX",2007,2024,1948,76
"Bee County, TX",2007,11178,10523,655
"Bell County, TX",2007,118579,113309,5270
"Bexar County, TX",2007,733499,703469,30030
"Blanco County, TX",2007,4764,4609,155
"Borden County, TX",2007,372,357,15
"Bosque County, TX",2007,8167,7821,346
"Bowie County, TX",2007,42908,40897,2011
"Brazoria County, TX",2007,137904,131893,6011
"Brazos County, TX",2007,88105,84943,3162
"Brewster County, TX",2007,5217,5046,171
"Briscoe County, TX",2007,712,682,30
"Brooks County, TX",2007,3081,2917,164
"Brown County, TX",2007,18504,17752,752
"Burleson County, TX",2007,7732,7436,296
"Burnet County, TX",2007,21718,20970,748
"Caldwell County, TX",2007,15408,14728,680
"Calhoun County, TX",2007,9245,8837,408
"Callahan County, TX",2007,6924,6691,233
"Cameron County, TX",2007,142753,134375,8378
"Camp County, TX",2007,5549,5299,250
"Carson County, TX",2007,3349,3246,103
"Cass County, TX",2007,12972,12279,693
"Castro County, TX",2007,3423,3297,126
"Chambers County, TX",2007,13816,13179,637
"Cherokee County, TX",2007,20252,19287,965
"Childress County, TX",2007,3010,2865,145
"Clay County, TX",2007,6212,5997,215
"Cochran County, TX",2007,1477,1404,73
"Coke County, TX",2007,1377,1301,76
"Coleman County, TX",2007,4367,4216,151
"Collin County, TX",2007,395832,380804,15028
"Collingsworth County, TX",2007,1534,1483,51
"Colorado County, TX",2007,10442,10070,372
"Comal County, TX",2007,52364,50496,1868
"Comanche County, TX",2007,6462,6219,243
"Concho County, TX",2007,1315,1250,65
"Cooke County, TX",2007,21646,20879,767
"Coryell County, TX",2007,23247,21887,1360
"Cottle County, TX",2007,819,786,33
"Crane County, TX",2007,1645,1579,66
"Crockett County, TX",2007,2068,2008,60
"Crosby County, TX",2007,2638,2514,124
"Culberson County, TX",2007,1752,1705,47
"Dallam County, TX",2007,3236,3146,90
"Dallas County, TX",2007,1137194,1085427,51767
"Dawson County, TX",2007,5074,4812,262
"Deaf Smith County, TX",2007,8706,8398,308
"Delta County, TX",2007,2301,2193,108
"Denton County, TX",2007,337573,324605,12968
"DeWitt County, TX",2007,8987,8637,350
"Dickens County, TX",2007,1176,1131,45
"Dimmit County, TX",2007,3956,3709,247
"Donley County, TX",2007,1805,1727,78
"Duval County, TX",2007,5133,4883,250
"Eastland County, TX",2007,8119,7771,348
"Ector County, TX",2007,66597,64372,2225
"Edwards County, TX",2007,1001,962,39
"Ellis County, TX",2007,69138,66183,2955
"El Paso County, TX",2007,291099,274246,16853
"Erath County, TX",2007,17914,17273,641
"Falls County, TX",2007,6796,6443,353
"Fannin County, TX",2007,13376,12692,684
"Fayette County, TX",2007,12051,11670,381
"Fisher County, TX",2007,1972,1895,77
"Floyd County, TX",2007,3131,2970,161
"Foard County, TX",2007,686,661,25
"Fort Bend County, TX",2007,252965,242849,10116
"Franklin County, TX",2007,5430,5223,207
"Freestone County, TX",2007,9890,9533,357
"Frio County, TX",2007,6504,6189,315
"Gaines County, TX",2007,6399,6163,236
"Galveston County, TX",2007,138036,131749,6287
"Garza County, TX",2007,2425,2343,82
"Gillespie County, TX",2007,12904,12548,356
"Glasscock County, TX",2007,600,579,21
"Goliad County, TX",2007,3440,3311,129
"Gonzales County, TX",2007,9680,9314,366
"Gray County, TX",2007,11155,10781,374
"Grayson County, TX",2007,55226,52706,2520
"Gregg County, TX",2007,62388,60043,2345
"Grimes County, TX",2007,10447,9967,480
"Guadalupe County, TX",2007,55441,53362,2079
"Hale County, TX",2007,16208,15458,750
"Hall County, TX",2007,1398,1324,74
"Hamilton County, TX",2007,4024,3884,140
"Hansford County, TX",2007,2505,2430,75
"Hardeman County, TX",2007,2321,2238,83
"Hardin County, TX",2007,25726,24548,1178
"Harris County, TX",2007,1898209,1818000,80209
"Harrison County, TX",2007,32064,30653,1411
"Hartley County, TX",2007,2287,2214,73
"Haskell County, TX",2007,3054,2947,107
"Hays County, TX",2007,73243,70537,2706
"Hemphill County, TX",2007,2646,2592,54
"Henderson County, TX",2007,34143,32642,1501
"Hidalgo County, TX",2007,271679,254038,17641
"Hill County, TX",2007,15362,14652,710
"Hockley County, TX",2007,11376,10969,407
"Hood County, TX",2007,23773,22805,968
"Hopkins County, TX",2007,16946,16302,644
"Houston County, TX",2007,7853,7396,457
"Howard County, TX",2007,13881,13319,562
"Hudspeth County, TX",2007,1525,1449,76
"Hunt County, TX",2007,37612,35895,1717
"Hutchinson County, TX",2007,11086,10649,437
"Irion County, TX",2007,924,897,27
"Jack County, TX",2007,4969,4819,150
"Jackson County, TX",2007,6632,6384,248
"Jasper County, TX",2007,15478,14614,864
"Jeff Davis County, TX",2007,1180,1141,39
"Jefferson County, TX",2007,112121,106045,6076
"Jim Hogg County, TX",2007,2735,2633,102
"Jim Wells County, TX",2007,21118,20288,830
"Johnson County, TX",2007,71728,68780,2948
"Jones County, TX",2007,7624,7267,357
"Karnes County, TX",2007,5193,4906,287
"Kaufman County, TX",2007,45212,43114,2098
"Kendall County, TX",2007,15371,14841,530
"Kenedy County, TX",2007,236,229,7
"Kent County, TX",2007,423,409,14
"Kerr County, TX",2007,22532,21758,774
"Kimble County, TX",2007,2229,2155,74
"King County, TX",2007,175,167,8
"Kinney County, TX",2007,1354,1291,63
"Kleberg County, TX",2007,15963,15310,653
"Knox County, TX",2007,1806,1740,66
"Lamar County, TX",2007,24128,23018,1110
"Lamb County, TX",2007,6969,6692,277
"Lampasas County, TX",2007,10107,9738,369
"La Salle County, TX",2007,2754,2621,133
"Lavaca County, TX",2007,10104,9791,313
"Lee County, TX",2007,8865,8560,305
"Leon County, TX",2007,7562,7252,310
"Liberty County, TX",2007,30617,29033,1584
"Limestone County, TX",2007,10322,9891,431
"Lipscomb County, TX",2007,1840,1793,47
"Live Oak County, TX",2007,5027,4834,193
"Llano County, TX",2007,8151,7829,322
"Loving County, TX",2007,41,38,3
"Lubbock County, TX",2007,136021,131183,4838
"Lynn County, TX",2007,2674,2544,130
"McCulloch County, TX",2007,3700,3559,141
"McLennan County, TX",2007,110278,105656,4622
"McMullen County, TX",2007,336,319,17
"Madison County, TX",2007,4980,4751,229
"Marion County, TX",2007,5072,4842,230
"Martin County, TX",2007,2130,2054,76
"Mason County, TX",2007,2372,2307,65
"Matagorda County, TX",2007,16480,15508,972
"Maverick County, TX",2007,19826,17576,2250
"Medina County, TX",2007,19395,18592,803
"Menard County, TX",2007,1066,1029,37
"Midland County, TX",2007,71276,69256,2020
"Milam County, TX",2007,12218,11712,506
"Mills County, TX",2007,2291,2208,83
"Mitchell County, TX",2007,3273,3105,168
"Montague County, TX",2007,10256,9898,358
"Montgomery County, TX",2007,202727,194979,7748
"Moore County, TX",2007,10644,10337,307
"Morris County, TX",2007,6044,5730,314
"Motley County, TX",2007,683,656,27
"Nacogdoches County, TX",2007,30250,29007,1243
"Navarro County, TX",2007,20632,19629,1003
"Newton County, TX",2007,5750,5382,368
"Nolan County, TX",2007,7535,7260,275
"Nueces County, TX",2007,157697,151010,6687
"Ochiltree County, TX",2007,5226,5090,136
"Oldham County, TX",2007,932,896,36
"Orange County, TX",2007,40595,38499,2096
"Palo Pinto County, TX",2007,13864,13358,506
"Panola County, TX",2007,12376,11909,467
"Parker County, TX",2007,52087,50013,2074
"Parmer County, TX",2007,4352,4216,136
"Pecos County, TX",2007,6555,6281,274
"Polk County, TX",2007,16600,15638,962
"Potter County, TX",2007,56684,54536,2148
"Presidio County, TX",2007,3209,2925,284
"Rains County, TX",2007,5118,4903,215
"Randall County, TX",2007,66973,65024,1949
"Reagan County, TX",2007,2395,2346,49
"Real County, TX",2007,1372,1319,53
"Red River County, TX",2007,6056,5757,299
"Reeves County, TX",2007,4089,3878,211
"Refugio County, TX",2007,3863,3721,142
"Roberts County, TX",2007,561,548,13
"Robertson County, TX",2007,6906,6562,344
"Rockwall County, TX",2007,36927,35492,1435
"Runnels County, TX",2007,4415,4223,192
"Rusk County, TX",2007,23413,22450,963
"Sabine County, TX",2007,3384,3113,271
"San Augustine County, TX",2007,3498,3310,188
"San Jacinto County, TX",2007,9972,9460,512
"San Patricio County, TX",2007,29076,27668,1408
"San Saba County, TX",2007,2470,2356,114
"Schleicher County, TX",2007,1415,1366,49
"Scurry County, TX",2007,7288,7014,274
"Shackelford County, TX",2007,2045,1992,53
"Shelby County, TX",2007,12175,11665,510
"Sherman County, TX",2007,1341,1295,46
"Smith County, TX",2007,96729,92718,4011
"Somervell County, TX",2007,3887,3716,171
"Starr County, TX",2007,21264,19022,2242
"Stephens County, TX",2007,4470,4314,156
"Sterling County, TX",2007,790,768,22
"Stonewall County, TX",2007,878,850,28
"Sutton County, TX",2007,3105,3040,65
"Swisher County, TX",2007,3486,3338,148
"Tarrant County, TX",2007,868680,831857,36823
"Taylor County, TX",2007,65430,63191,2239
"Terrell County, TX",2007,357,339,18
"Terry County, TX",2007,5712,5452,260
"Throckmorton County, TX",2007,969,933,36
"Titus County, TX",2007,14278,13748,530
"Tom Green County, TX",2007,51711,49822,1889
"Travis County, TX",2007,528962,510019,18943
"Trinity County, TX",2007,5840,5563,277
"Tyler County, TX",2007,8044,7607,437
"Upshur County, TX",2007,19147,18387,760
"Upton County, TX",2007,1661,1611,50
"Uvalde County, TX",2007,10957,10386,571
"Val Verde County, TX",2007,20220,19130,1090
"Van Zandt County, TX",2007,25331,24354,977
"Victoria County, TX",2007,44439,42916,1523
"Walker County, TX",2007,25823,24613,1210
"Waller County, TX",2007,16028,15312,716
"Ward County, TX",2007,4860,4682,178
"Washington County, TX",2007,16030,15447,583
"Webb County, TX",2007,89295,85129,4166
"Wharton County, TX",2007,20580,19730,850
"Wheeler County, TX",2007,3052,2976,76
"Wichita County, TX",2007,61745,59170,2575
"Wilbarger County, TX",2007,7660,7403,257
"Willacy County, TX",2007,7539,6932,607
"Williamson County, TX",2007,193070,185976,7094
"Wilson County, TX",2007,18150,17416,734
"Winkler County, TX",2007,3341,3236,105
"Wise County, TX",2007,27323,26194,1129
"Wood County, TX",2007,17919,17119,800
"Yoakum County, TX",2007,3874,3749,125
"Young County, TX",2007,9541,9236,305
"Zapata County, TX",2007,4943,4682,261
"Zavala County, TX",2007,3713,3322,391
"Beaver County, UT",2007,3175,3095,80
"Box Elder County, UT",2007,23460,22834,626
"Cache County, UT",2007,60730,59486,1244
"Carbon County, UT",2007,9635,9283,352
"Daggett County, UT",2007,518,500,18
"Davis County, UT",2007,144613,140977,3636
"Duchesne County, UT",2007,9218,9011,207
"Emery County, UT",2007,5134,4962,172
"Garfield County, UT",2007,2727,2602,125
"Grand County, UT",2007,5170,4932,238
"Iron County, UT",2007,21007,20399,608
"Juab County, UT",2007,4112,3983,129
"Kane County, UT",2007,3491,3381,110
"Millard County, UT",2007,6207,6052,155
"Morgan County, UT",2007,3994,3889,105
"Piute County, UT",2007,927,906,21
"Rich County, UT",2007,1444,1415,29
"Salt Lake County, UT",2007,550691,536924,13767
"San Juan County, UT",2007,4970,4712,258
"Sanpete County, UT",2007,10955,10618,337
"Sevier County, UT",2007,9479,9220,259
"Summit County, UT",2007,21785,21243,542
"Tooele County, UT",2007,26910,26153,757
"Uintah County, UT",2007,17270,16913,357
"Utah County, UT",2007,223138,217722,5416
"Wasatch County, UT",2007,10732,10459,273
"Washington County, UT",2007,63506,61762,1744
"Wayne County, UT",2007,1399,1342,57
"Weber County, UT",2007,112739,109285,3454
"Addison County, VT",2007,21557,20726,831
"Bennington County, VT",2007,20477,19650,827
"Caledonia County, VT",2007,16729,15982,747
"Chittenden County, VT",2007,88330,85355,2975
"Essex County, VT",2007,3264,3092,172
"Franklin County, VT",2007,25965,24842,1123
"Grand Isle County, VT",2007,4197,3968,229
"Lamoille County, VT",2007,15112,14395,717
"Orange County, VT",2007,16481,15866,615
"Orleans County, VT",2007,14364,13489,875
"Rutland County, VT",2007,35702,34142,1560
"Washington County, VT",2007,34153,32760,1393
