UA,UANAME,CBSA,MNAME,UAPOP,MPOP,metro_micro
4438,"Avalon, CA Urban Cluster",31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",3652,12828837,FALSE
4384,"Austin, TX Urbanized Area",12420,"Austin-Round Rock-San Marcos, TX Metro Area",1362416,1716289,FALSE
4249,"Aumsville, OR Urban Cluster",41420,"Salem, OR Metro Area",3692,390738,FALSE
4222,"Augusta-Richmond County, GA--SC Urbanized Area",12260,"Augusta-Richmond County, GA-SC Metro Area",386787,556877,FALSE
4168,"Augusta, KS Urban Cluster",48620,"Wichita, KS Metro Area",9350,623061,FALSE
4130,"Auburn--North Auburn, CA Urban Cluster",40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",33157,2149127,FALSE
4054,"Auburn, IL Urban Cluster",44100,"Springfield, IL Metro Area",4433,210170,FALSE
4033,"Auburn, AL Urbanized Area",12220,"Auburn-Opelika, AL Metro Area",74741,140247,FALSE
4021,"Aubrey, TX Urban Cluster",19100,"Dallas-Fort Worth-Arlington, TX Metro Area",4139,6371773,FALSE
3957,"Atoka, TN Urban Cluster",32820,"Memphis, TN-MS-AR Metro Area",18885,1316100,FALSE
3655,"Athens, AL Urban Cluster",26620,"Huntsville, AL Metro Area",24956,417593,FALSE
3493,"Ashville, OH Urban Cluster",18140,"Columbus, OH Metro Area",6222,1836536,FALSE
3375,"Ashland, NE Urban Cluster",36540,"Omaha-Council Bluffs, NE-IA Metro Area",2631,865350,FALSE
3365,"Ashland, MO Urban Cluster",17860,"Columbia, MO Metro Area",3527,172786,FALSE
3439,"Ashland City, TN Urban Cluster",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",3384,1589934,FALSE
3331,"Asheboro, NC Urban Cluster",24660,"Greensboro-High Point, NC Metro Area",37792,723801,FALSE
3250,"Arvin, CA Urban Cluster",12540,"Bakersfield-Delano, CA Metro Area",19573,839631,FALSE
3196,"Arroyo Grande--Grover Beach, CA Urbanized Area",42020,"San Luis Obispo-Paso Robles, CA Metro Area",52000,269637,FALSE
3158,"Arlington, TN Urban Cluster",32820,"Memphis, TN-MS-AR Metro Area",11502,1316100,FALSE
3088,"Arizona City, AZ Urban Cluster",38060,"Phoenix-Mesa-Glendale, AZ Metro Area",10531,4192887,FALSE
3034,"Arecibo, PR Urbanized Area",41980,"San Juan-Caguas-Guaynabo, PR Metro Area",139171,2478905,FALSE
2965,"Archer Lodge--Clayton, NC Urban Cluster",39580,"Raleigh-Cary, NC Metro Area",13288,1130490,FALSE
2953,"Archbold, OH Urban Cluster",45780,"Toledo, OH Metro Area",4760,651429,FALSE
2683,"Antioch, CA Urbanized Area",41860,"San Francisco-Oakland-Fremont, CA Metro Area",277634,4335391,FALSE
2590,"Annandale, MN Urban Cluster",33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",3262,3279833,FALSE
2413,"Anderson, SC Urbanized Area",11340,"Anderson, SC Metro Area",75702,187126,FALSE
2305,"Anchorage, AK Urbanized Area",11260,"Anchorage, AK Metro Area",251243,380821,FALSE
2332,"Anchorage Northeast, AK Urban Cluster",11260,"Anchorage, AK Metro Area",28568,380821,FALSE
2278,"Anamosa, IA Urban Cluster",16300,"Cedar Rapids, IA Metro Area",5497,257940,FALSE
2224,"Anacortes, WA Urban Cluster",34580,"Mount Vernon-Anacortes, WA Metro Area",16712,116901,FALSE
1981,"American Falls, ID Urban Cluster",38540,"Pocatello, ID Metro Area",4488,90656,FALSE
1927,"Amarillo, TX Urbanized Area",11100,"Amarillo, TX Metro Area",196651,249881,FALSE
1900,"Alvarado, TX Urban Cluster",19100,"Dallas-Fort Worth-Arlington, TX Metro Area",4133,6371773,FALSE
1792,"Altoona, PA Urbanized Area",11020,"Altoona, PA Metro Area",79930,127089,FALSE
1765,"Alton, IL--MO Urbanized Area",41180,"St. Louis, MO-IL Metro Area",83890,2812896,FALSE
1657,"Almont, MI Urban Cluster",19820,"Detroit-Warren-Livonia, MI Metro Area",2719,4296250,FALSE
1360,"Algoma, WI Urban Cluster",24580,"Green Bay, WI Metro Area",3070,306241,FALSE
1279,"Alexandria, LA Urbanized Area",10780,"Alexandria, LA Metro Area",82804,153922,FALSE
1232,"Aledo, TX Urban Cluster",19100,"Dallas-Fort Worth-Arlington, TX Metro Area",4854,6371773,FALSE
1225,"Aledo, IL Urban Cluster",19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",3655,379690,FALSE
1171,"Albuquerque, NM Urbanized Area",10740,"Albuquerque, NM Metro Area",741318,887077,FALSE
1144,"Albion, PA Urban Cluster",21500,"Erie, PA Metro Area",4574,280566,FALSE
1117,"Albion, NY Urban Cluster",40380,"Rochester, NY Metro Area",8171,1054323,FALSE
970,"Albany--Schenectady, NY Urbanized Area",10580,"Albany-Schenectady-Troy, NY Metro Area",594962,870716,FALSE
921,"Albany, MN Urban Cluster",41060,"St. Cloud, MN Metro Area",2564,189093,FALSE
901,"Albany, GA Urbanized Area",10500,"Albany, GA Metro Area",95779,157308,FALSE
793,"Alachua, FL Urban Cluster",23540,"Gainesville, FL Metro Area",4114,264275,FALSE
739,"Akron, NY Urban Cluster",15380,"Buffalo-Niagara Falls, NY Metro Area",2982,1135509,FALSE
712,"Ajo, AZ Urban Cluster",46060,"Tucson, AZ Metro Area",3076,980263,FALSE
676,"Air Force Academy, CO Urban Cluster",17820,"Colorado Springs, CO Metro Area",5512,645613,FALSE
496,"Adel, IA Urban Cluster",19780,"Des Moines-West Des Moines, IA Metro Area",3170,569633,FALSE
280,"Abilene, TX Urbanized Area",10180,"Abilene, TX Metro Area",110421,165252,FALSE
89326,"Tyler, TX Urbanized Area",46340,"Tyler, TX Metro Area",130247,209714,FALSE
71317,"Portland, OR--WA Urbanized Area",38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",1849898,2226009,FALSE
18856,"Colorado Springs, CO Urbanized Area",17820,"Colorado Springs, CO Metro Area",559409,645613,FALSE
82225,"Sioux City, IA--NE--SD Urbanized Area",43580,"Sioux City, IA-NE-SD Metro Area",106494,143577,FALSE
62677,"New Orleans, LA Urbanized Area",35380,"New Orleans-Metairie-Kenner, LA Metro Area",899703,1167764,FALSE
49096,"Leominster--Fitchburg, MA Urbanized Area",49340,"Worcester, MA Metro Area",116960,798552,FALSE
40213,"Hot Springs, AR Urbanized Area",26300,"Hot Springs, AR Metro Area",55121,96024,FALSE
13510,"Cape Coral, FL Urbanized Area",15980,"Cape Coral-Fort Myers, FL Metro Area",530290,618754,FALSE
79039,"San Jose, CA Urbanized Area",41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",1664496,1836911,FALSE
79417,"Santa Maria, CA Urbanized Area",42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",130447,423895,FALSE
76595,"Ruckersville, VA Urban Cluster",16820,"Charlottesville, VA Metro Area",5785,201559,FALSE
32113,"Gadsden, AL Urbanized Area",23460,"Gadsden, AL Metro Area",64172,104430,FALSE
79282,"Santa Barbara, CA Urbanized Area",42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",195861,423895,FALSE
23527,"Denver--Aurora, CO Urbanized Area",19740,"Denver-Aurora-Broomfield, CO Metro Area",2374203,2543482,FALSE
21745,"Cumberland, MD--WV--PA Urbanized Area",19060,"Cumberland, MD-WV Metro Area",51899,103299,FALSE
80389,"Seattle, WA Urbanized Area",42660,"Seattle-Tacoma-Bellevue, WA Metro Area",3059393,3439809,FALSE
47719,"Lansing, MI Urbanized Area",29620,"Lansing-East Lansing, MI Metro Area",313532,464036,FALSE
3358,"Asheville, NC Urbanized Area",11700,"Asheville, NC Metro Area",280648,424858,FALSE
78499,"Salt Lake City--West Valley City, UT Urbanized Area",41620,"Salt Lake City, UT Metro Area",1021243,1124197,FALSE
56602,"Miami, FL Urbanized Area",33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",5502379,5564635,FALSE
97831,"Youngstown, OH--PA Urbanized Area",49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",387550,565773,FALSE
46612,"Lake City, SC Urban Cluster",22500,"Florence, SC Metro Area",8496,205566,FALSE
49339,"Lewiston, ME Urbanized Area",30340,"Lewiston-Auburn, ME Metro Area",59397,107702,FALSE
3763,"Athens-Clarke County, GA Urbanized Area",12020,"Athens-Clarke County, GA Metro Area",128754,192541,FALSE
45910,"La Crosse, WI--MN Urbanized Area",29100,"La Crosse, WI-MN Metro Area",100868,133665,FALSE
84290,"Stanley, WI Urban Cluster",20740,"Eau Claire, WI Metro Area",3447,161151,FALSE
79093,"San Juan, PR Urbanized Area",41980,"San Juan-Caguas-Guaynabo, PR Metro Area",2148346,2478905,FALSE
46828,"Lakeland, FL Urbanized Area",29460,"Lakeland-Winter Haven, FL Metro Area",262596,602095,FALSE
92242,"Washington, DC--VA--MD Urbanized Area",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",4586770,5582170,FALSE
45262,"Kingston, NY Urbanized Area",28740,"Kingston, NY Metro Area",57442,182493,FALSE
69076,"Philadelphia, PA--NJ--DE--MD Urbanized Area",37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",5441567,5965343,FALSE
23824,"Detroit, MI Urbanized Area",19820,"Detroit-Warren-Livonia, MI Metro Area",3734090,4296250,FALSE
63217,"New York--Newark, NY--NJ--CT Urbanized Area",35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",18351295,18897109,FALSE
62353,"New Freedom--Shrewsbury, PA--MD Urban Cluster",49620,"York-Hanover, PA Metro Area",14179,434972,FALSE
77149,"Saginaw, MI Urbanized Area",40980,"Saginaw-Saginaw Township North, MI Metro Area",126265,200169,FALSE
13375,"Canton, OH Urbanized Area",15940,"Canton-Massillon, OH Metro Area",279245,404422,FALSE
2062,"Ames, IA Urbanized Area",11180,"Ames, IA Metro Area",60438,89542,FALSE
80551,"Selma, CA Urban Cluster",23420,"Fresno, CA Metro Area",41810,930450,FALSE
67294,"Panama City, FL Urbanized Area",37460,"Panama City-Lynn Haven-Panama City Beach, FL Metro Area",143280,168852,FALSE
41212,"Indianapolis, IN Urbanized Area",26900,"Indianapolis-Carmel, IN Metro Area",1487483,1756241,FALSE
11431,"Bullhead City, AZ--NV Urban Cluster",29420,"Lake Havasu City-Kingman, AZ Metro Area",48656,200186,FALSE
22253,"Danville, VA--NC Urban Cluster",19260,"Danville, VA Metro Area",49344,106561,FALSE
34570,"Granville, NY--VT Urban Cluster",24020,"Glens Falls, NY Metro Area",2762,128923,FALSE
27380,"Emerald Bay, TX Urban Cluster",46340,"Tyler, TX Metro Area",3182,209714,FALSE
93592,"Weirton--Steubenville, WV--OH--PA Urbanized Area",44600,"Steubenville-Weirton, OH-WV Metro Area",70889,124454,FALSE
3817,"Atlanta, GA Urbanized Area",12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",4515419,5268860,FALSE
36892,"Harlingen, TX Urbanized Area",15180,"Brownsville-Harlingen, TX Metro Area",135663,406220,FALSE
71344,"Portland, TN--KY Urban Cluster",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",10869,1589934,FALSE
45694,"Kokomo, IN Urbanized Area",29020,"Kokomo, IN Metro Area",62182,98688,FALSE
73153,"Racine, WI Urbanized Area",39540,"Racine, WI Metro Area",133700,195408,FALSE
74827,"Ridgecrest, CA Urban Cluster",12540,"Bakersfield-Delano, CA Metro Area",31155,839631,FALSE
48664,"Lebanon, PA Urbanized Area",30140,"Lebanon, PA Metro Area",77086,133568,FALSE
75421,"Roanoke, VA Urbanized Area",40220,"Roanoke, VA Metro Area",210111,308707,FALSE
36541,"Hammonton, NJ Urban Cluster",12100,"Atlantic City-Hammonton, NJ Metro Area",13152,274549,FALSE
30223,"Fond du Lac, WI Urbanized Area",22540,"Fond du Lac, WI Metro Area",54901,101633,FALSE
80227,"Scranton, PA Urbanized Area",42540,"Scranton--Wilkes-Barre, PA Metro Area",381502,563631,FALSE
26794,"Elkhart, IN--MI Urbanized Area",21140,"Elkhart-Goshen, IN Metro Area",143592,197559,FALSE
17722,"Cleveland, TN Urbanized Area",17420,"Cleveland, TN Metro Area",66777,115788,FALSE
53794,"Mandeville--Covington, LA Urbanized Area",35380,"New Orleans-Metairie-Kenner, LA Metro Area",88925,1167764,FALSE
57466,"Milwaukee, WI Urbanized Area",33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",1376476,1555908,FALSE
22069,"Dalton, GA Urbanized Area",19140,"Dalton, GA Metro Area",85239,142227,FALSE
98020,"Yuma, AZ--CA Urbanized Area",49740,"Yuma, AZ Metro Area",135267,195751,FALSE
44479,"Kennewick--Pasco, WA Urbanized Area",28420,"Kennewick-Pasco-Richland, WA Metro Area",210975,253340,FALSE
20980,"Cresson, PA Urban Cluster",27780,"Johnstown, PA Metro Area",11106,143679,FALSE
75988,"Rocky Mount, NC Urbanized Area",40580,"Rocky Mount, NC Metro Area",68243,152392,FALSE
27118,"Elmira, NY Urbanized Area",21300,"Elmira, NY Metro Area",67983,88830,FALSE
73693,"Reading, PA Urbanized Area",39740,"Reading, PA Metro Area",266254,411442,FALSE
25336,"Dyersville, IA Urban Cluster",20220,"Dubuque, IA Metro Area",3620,93653,FALSE
88732,"Tucson, AZ Urbanized Area",46060,"Tucson, AZ Metro Area",843168,980263,FALSE
73261,"Raleigh, NC Urbanized Area",39580,"Raleigh-Cary, NC Metro Area",884891,1130490,FALSE
19288,"Columbus, WI Urban Cluster",31540,"Madison, WI Metro Area",6623,568593,FALSE
89353,"Tyrone, PA Urban Cluster",11020,"Altoona, PA Metro Area",7622,127089,FALSE
56764,"Middlefield, OH Urban Cluster",17460,"Cleveland-Elyria-Mentor, OH Metro Area",4858,2077240,FALSE
94807,"Whitehall, MI Urban Cluster",34740,"Muskegon-Norton Shores, MI Metro Area",10568,172188,FALSE
48799,"Leesburg--Eustis--Tavares, FL Urbanized Area",36740,"Orlando-Kissimmee-Sanford, FL Metro Area",131337,2134411,FALSE
52001,"Lula, GA Urban Cluster",23580,"Gainesville, GA Metro Area",2591,179684,FALSE
29872,"Flint, MI Urbanized Area",22420,"Flint, MI Metro Area",356218,425790,FALSE
47530,"Lancaster, PA Urbanized Area",29540,"Lancaster, PA Metro Area",402004,519445,FALSE
5707,"Battle Creek, MI Urbanized Area",12980,"Battle Creek, MI Metro Area",78393,136146,FALSE
70642,"Ponce, PR Urbanized Area",38660,"Ponce, PR Metro Area",149539,243147,FALSE
57709,"Mission Viejo--Lake Forest--San Clemente, CA Urbanized Area",31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",583681,12828837,FALSE
27307,"Elwood, IN Urban Cluster",11300,"Anderson, IN Metro Area",9421,131636,FALSE
55603,"Mauldin--Simpsonville, SC Urbanized Area",24860,"Greenville-Mauldin-Easley, SC Metro Area",120577,636986,FALSE
60625,"Muncie, IN Urbanized Area",34620,"Muncie, IN Metro Area",90580,117671,FALSE
7732,"Binghamton, NY--PA Urbanized Area",13780,"Binghamton, NY Metro Area",158084,251725,FALSE
71155,"Port Huron, MI Urbanized Area",19820,"Detroit-Warren-Livonia, MI Metro Area",87106,4296250,FALSE
75475,"Roaring Spring, PA Urban Cluster",11020,"Altoona, PA Metro Area",7130,127089,FALSE
97372,"Wrightwood, CA Urban Cluster",40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4096,4224851,FALSE
83251,"South Haven, MI Urban Cluster",28020,"Kalamazoo-Portage, MI Metro Area",5791,326589,FALSE
64864,"Odessa, TX Urbanized Area",36220,"Odessa, TX Metro Area",126405,137130,FALSE
56656,"Michigan City--La Porte, IN--MI Urbanized Area",33140,"Michigan City-La Porte, IN Metro Area",66025,111467,FALSE
68482,"Pensacola, FL--AL Urbanized Area",37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",340067,448991,FALSE
2386,"Anderson, IN Urbanized Area",11300,"Anderson, IN Metro Area",88133,131636,FALSE
47044,"Lake Pocotopaug--East Hampton, CT Urban Cluster",25540,"Hartford-West Hartford-East Hartford, CT Metro Area",9450,1212381,FALSE
39808,"Honea Path, SC Urban Cluster",11340,"Anderson, SC Metro Area",3505,187126,FALSE
26173,"Edgerton, WI Urban Cluster",27500,"Janesville, WI Metro Area",7208,160331,FALSE
94005,"Westernport, MD--WV Urban Cluster",19060,"Cumberland, MD-WV Metro Area",5831,103299,FALSE
37243,"Hartford, CT Urbanized Area",25540,"Hartford-West Hartford-East Hartford, CT Metro Area",924859,1212381,FALSE
29440,"Fayetteville, NC Urbanized Area",22180,"Fayetteville, NC Metro Area",310282,366383,FALSE
76474,"Round Lake Beach--McHenry--Grayslake, IL--WI Urbanized Area",16980,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",290373,9461105,FALSE
97561,"Yauco, PR Urbanized Area",49500,"Yauco, PR Metro Area",90899,107333,FALSE
24580,"Dover, DE Urbanized Area",20100,"Dover, DE Metro Area",110769,162310,FALSE
63460,"North Adams, MA--VT Urban Cluster",38340,"Pittsfield, MA Metro Area",18470,131219,FALSE
4843,"Baltimore, MD Urbanized Area",12580,"Baltimore-Towson, MD Metro Area",2203663,2710489,FALSE
1090,"Albion, MI Urban Cluster",12980,"Battle Creek, MI Metro Area",9219,136146,FALSE
35987,"Gun Lake, MI Urban Cluster",24340,"Grand Rapids-Wyoming, MI Metro Area",2660,774160,FALSE
72505,"Providence, RI--MA Urbanized Area",39300,"Providence-New Bedford-Fall River, RI-MA Metro Area",1190956,1600852,FALSE
16102,"Chesapeake Beach, MD Urban Cluster",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",23700,5582170,FALSE
32194,"Gainesville, GA Urbanized Area",23580,"Gainesville, GA Metro Area",130846,179684,FALSE
56413,"Mesquite, NV--AZ Urban Cluster",29820,"Las Vegas-Paradise, NV Metro Area",14284,1951269,FALSE
49852,"Lima, OH Urbanized Area",30620,"Lima, OH Metro Area",72852,106331,FALSE
85492,"Sullivan City, TX Urban Cluster",32580,"McAllen-Edinburg-Mission, TX Metro Area",5694,774769,FALSE
65809,"Oregon, WI Urban Cluster",31540,"Madison, WI Metro Area",11059,568593,FALSE
94726,"Wheeling, WV--OH Urbanized Area",48540,"Wheeling, WV-OH Metro Area",81249,147950,FALSE
51256,"Longview, TX Urbanized Area",30980,"Longview, TX Metro Area",98884,214369,FALSE
40375,"Houma, LA Urbanized Area",26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",144875,208178,FALSE
45640,"Knoxville, TN Urbanized Area",28940,"Knoxville, TN Metro Area",558696,698030,FALSE
63649,"Northern Cambria, PA Urban Cluster",27780,"Johnstown, PA Metro Area",6544,143679,FALSE
43210,"Johnson City, TN Urbanized Area",27740,"Johnson City, TN Metro Area",120415,198716,FALSE
81982,"Siloam Springs, AR--OK Urban Cluster",22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",19326,463204,FALSE
51364,"Lorain--Elyria, OH Urbanized Area",17460,"Cleveland-Elyria-Mentor, OH Metro Area",180956,2077240,FALSE
51283,"Longview, WA--OR Urbanized Area",31020,"Longview, WA Metro Area",63952,102410,FALSE
8569,"Bluffton, OH Urban Cluster",30620,"Lima, OH Metro Area",4215,106331,FALSE
97021,"Woodland, WA Urban Cluster",31020,"Longview, WA Metro Area",5863,102410,FALSE
24472,"Dothan, AL Urbanized Area",20020,"Dothan, AL Metro Area",68781,145639,FALSE
27253,"El Paso, TX--NM Urbanized Area",21340,"El Paso, TX Metro Area",803086,800647,FALSE
61786,"New Bedford, MA Urbanized Area",39300,"Providence-New Bedford-Fall River, RI-MA Metro Area",149443,1600852,FALSE
51175,"Longmont, CO Urbanized Area",14500,"Boulder, CO Metro Area",90897,294567,FALSE
16075,"Cherryville, NC Urban Cluster",16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",6340,1758038,FALSE
9271,"Boston, MA--NH--RI Urbanized Area",14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",4181019,4552402,FALSE
64945,"Ogden--Layton, UT Urbanized Area",36260,"Ogden-Clearfield, UT Metro Area",546026,547184,FALSE
24823,"Dubuque, IA--IL Urbanized Area",20220,"Dubuque, IA Metro Area",67818,93653,FALSE
199,"Aberdeen--Bel Air South--Bel Air North, MD Urbanized Area",12580,"Baltimore-Towson, MD Metro Area",213751,2710489,FALSE
59098,"Moose Lake, MN Urban Cluster",20260,"Duluth, MN-WI Metro Area",3080,279771,FALSE
30628,"Fort Collins, CO Urbanized Area",22660,"Fort Collins-Loveland, CO Metro Area",264465,299630,FALSE
51445,"Los Angeles--Long Beach--Anaheim, CA Urbanized Area",31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",12150996,12828837,FALSE
78013,"St. Peter, MN Urban Cluster",31860,"Mankato-North Mankato, MN Metro Area",11634,96740,FALSE
73477,"Ravena, NY Urban Cluster",10580,"Albany-Schenectady-Troy, NY Metro Area",5358,870716,FALSE
91783,"Warner Robins, GA Urbanized Area",47580,"Warner Robins, GA Metro Area",133109,139900,FALSE
1495,"Allentown, PA--NJ Urbanized Area",10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",664651,821173,FALSE
26750,"Elizabethtown--Radcliff, KY Urbanized Area",21060,"Elizabethtown, KY Metro Area",73467,119736,FALSE
79606,"Sarasota--Bradenton, FL Urbanized Area",35840,"North Port-Bradenton-Sarasota, FL Metro Area",643260,702281,FALSE
36190,"Hagerstown, MD--WV--PA Urbanized Area",25180,"Hagerstown-Martinsburg, MD-WV Metro Area",182696,269140,FALSE
87868,"Toledo, OH--MI Urbanized Area",45780,"Toledo, OH Metro Area",507643,651429,FALSE
26200,"Edgewood, NM Urban Cluster",42140,"Santa Fe, NM Metro Area",3506,144170,FALSE
83332,"South Lyon--Howell, MI Urbanized Area",19820,"Detroit-Warren-Livonia, MI Metro Area",119509,4296250,FALSE
79201,"San Marcos, TX Urbanized Area",12420,"Austin-Round Rock-San Marcos, TX Metro Area",52826,1716289,FALSE
17668,"Cleveland, OH Urbanized Area",17460,"Cleveland-Elyria-Mentor, OH Metro Area",1780673,2077240,FALSE
2629,"Anniston--Oxford, AL Urbanized Area",11500,"Anniston-Oxford, AL Metro Area",79796,118572,FALSE
77338,"St. Cloud, MN Urbanized Area",41060,"St. Cloud, MN Metro Area",110621,189093,FALSE
55738,"Mayag・z, PR Urbanized Area",32420,"Mayag・z, PR Metro Area",109572,106330,FALSE
72721,"Pulaski, WI Urban Cluster",24580,"Green Bay, WI Metro Area",3363,306241,FALSE
56926,"Middletown, OH Urbanized Area",17140,"Cincinnati-Middletown, OH-KY-IN Metro Area",97503,2130151,FALSE
32653,"Gastonia, NC--SC Urbanized Area",16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",169495,1758038,FALSE
68131,"Paxton, IL Urban Cluster",16580,"Champaign-Urbana, IL Metro Area",4916,231891,FALSE
22528,"Dayton, OH Urbanized Area",19380,"Dayton, OH Metro Area",724091,841502,FALSE
83305,"South Lake Tahoe, CA--NV Urban Cluster",40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",29107,2149127,FALSE
20314,"Corry, PA Urban Cluster",21500,"Erie, PA Metro Area",6571,280566,FALSE
97291,"Worcester, MA--CT Urbanized Area",49340,"Worcester, MA Metro Area",486514,798552,FALSE
8623,"Blythe, CA--AZ Urban Cluster",40140,"Riverside-San Bernardino-Ontario, CA Metro Area",12967,4224851,FALSE
35866,"Guayama, PR Urbanized Area",25020,"Guayama, PR Metro Area",80155,84214,FALSE
19126,"Columbus, IN Urbanized Area",18020,"Columbus, IN Metro Area",54933,76794,FALSE
60517,"Mukwonago, WI Urban Cluster",33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",20255,1555908,FALSE
35812,"Grove City, PA Urban Cluster",49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",11886,565773,FALSE
62407,"New Haven, CT Urbanized Area",35300,"New Haven-Milford, CT Metro Area",562839,862477,FALSE
45235,"Kingsport, TN--VA Urbanized Area",28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",106571,309544,FALSE
631,"Aguadilla--Isabela--San Sebasti疣, PR Urbanized Area",10380,"Aguadilla-Isabela-San Sebasti疣, PR Metro Area",306196,306292,FALSE
24607,"Dover--Rochester, NH--ME Urbanized Area",14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",88087,4552402,FALSE
41563,"Iowa, LA Urban Cluster",29340,"Lake Charles, LA Metro Area",3252,199607,FALSE
89263,"Twin Rivers--Hightstown, NJ Urbanized Area",45940,"Trenton-Ewing, NJ Metro Area",64037,366513,FALSE
37945,"Hazleton, PA Urbanized Area",42540,"Scranton--Wilkes-Barre, PA Metro Area",56827,563631,FALSE
14158,"Carson City, NV Urbanized Area",16180,"Carson City, NV Metro Area",58079,55274,FALSE
61111,"Nappanee, IN Urban Cluster",21140,"Elkhart-Goshen, IN Metro Area",6937,197559,FALSE
39430,"Holland, MI Urbanized Area",26100,"Holland-Grand Haven, MI Metro Area",99941,263801,FALSE
92890,"Watsonville, CA Urbanized Area",42100,"Santa Cruz-Watsonville, CA Metro Area",73534,262382,FALSE
766,"Akron, OH Urbanized Area",10420,"Akron, OH Metro Area",569499,703200,FALSE
15670,"Charlotte, NC--SC Urbanized Area",16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",1249442,1758038,FALSE
11728,"Burlington, NC Urbanized Area",15500,"Burlington, NC Metro Area",119911,151131,FALSE
81577,"Sheridan, OR Urban Cluster",38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",8468,2226009,FALSE
64135,"Norwich--New London, CT--RI Urbanized Area",35980,"Norwich-New London, CT Metro Area",209190,274055,FALSE
71803,"Poughkeepsie--Newburgh, NY--NJ Urbanized Area",39100,"Poughkeepsie-Newburgh-Middletown, NY Metro Area",423566,670301,FALSE
60031,"Mount Olive, NC Urban Cluster",24140,"Goldsboro, NC Metro Area",5196,122623,FALSE
53659,"Manchester, GA Urban Cluster",12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",4096,5268860,FALSE
88462,"Trenton, NJ Urbanized Area",45940,"Trenton-Ewing, NJ Metro Area",296668,366513,FALSE
92485,"Waterbury, CT Urbanized Area",35300,"New Haven-Milford, CT Metro Area",194535,862477,FALSE
19099,"Columbus, GA--AL Urbanized Area",17980,"Columbus, GA-AL Metro Area",253602,294865,FALSE
53740,"Manchester, NH Urbanized Area",31700,"Manchester-Nashua, NH Metro Area",158377,400721,FALSE
43291,"Johnstown, PA Urbanized Area",27780,"Johnstown, PA Metro Area",69014,143679,FALSE
87679,"Tipton, IN Urban Cluster",29020,"Kokomo, IN Metro Area",6523,98688,FALSE
40753,"Huntington, WV--KY--OH Urbanized Area",26580,"Huntington-Ashland, WV-KY-OH Metro Area",202637,287702,FALSE
83116,"South Bend, IN--MI Urbanized Area",43780,"South Bend-Mishawaka, IN-MI Metro Area",278165,319224,FALSE
35461,"Greenville, SC Urbanized Area",24860,"Greenville-Mauldin-Easley, SC Metro Area",400492,636986,FALSE
2602,"Ann Arbor, MI Urbanized Area",11460,"Ann Arbor, MI Metro Area",306022,344791,FALSE
3898,"Atlantic City, NJ Urbanized Area",12100,"Atlantic City-Hammonton, NJ Metro Area",248402,274549,FALSE
90028,"Vallejo, CA Urbanized Area",46700,"Vallejo-Fairfield, CA Metro Area",165074,413344,FALSE
57601,"Minerva, OH Urban Cluster",15940,"Canton-Massillon, OH Metro Area",4579,404422,FALSE
37081,"Harrisburg, PA Urbanized Area",25420,"Harrisburg-Carlisle, PA Metro Area",444474,549475,FALSE
96670,"Winston-Salem, NC Urbanized Area",49180,"Winston-Salem, NC Metro Area",391024,477717,FALSE
