,CBSA,MNAME,TOTAL_EMPLOYMENT,JTW_DA_PCT,JTW_CARPOOLED_PCT,JTW_TRANSIT_PCT,JTW_WALK_PCT,JTW_BICYCLE_PCT,JTW_OTHER_PCT,JTW_HOME_PCT,Year
377,12100,"Atlantic City, NJ Metro Area",129875,71.8,12.0,8.7,4.2,0.5,0.8,1.9,2006
736,12100,"Atlantic City, NJ Metro Area",123872,75.2,7.2,9.5,2.9,0.5,1.4,3.3,2007
1097,12100,"Atlantic City-Hammonton, NJ Metro Area",129040,77.0,9.4,5.8,4.1,0.1,1.5,2.2,2008
1458,12100,"Atlantic City-Hammonton, NJ Metro Area",127243,76.4,7.3,8.1,4.0,0.8,0.8,2.7,2009
1824,12100,"Atlantic City-Hammonton, NJ Metro Area",123737,78.5,8.6,6.7,2.9,0.2,0.8,2.4,2010
2190,12100,"Atlantic City-Hammonton, NJ Metro Area",120603,73.4,9.7,9.0,3.4,0.7,1.9,2.0,2011
2556,12100,"Atlantic City-Hammonton, NJ Metro Area",121132,75.6,8.3,7.3,4.6,0.9,1.2,2.1,2012
2921,12100,"Atlantic City-Hammonton, NJ Metro Area",121964,75.6,7.0,7.6,3.9,0.5,3.3,2.1,2013
3302,12100,"Atlantic City-Hammonton, NJ Metro Area",126131,78.4,7.5,6.7,2.8,0.5,2.1,2.1,2014
3683,12100,"Atlantic City-Hammonton, NJ Metro Area",126763,76.8,6.8,7.4,3.1,0.3,3.3,2.3,2015
4064,12100,"Atlantic City-Hammonton, NJ Metro Area",121830,77.3,7.0,5.7,3.9,0.6,2.1,3.3,2016
4446,12100,"Atlantic City-Hammonton, NJ Metro Area",125641,76.4,7.5,6.0,4.3,0.1,2.5,3.2,2017
20,12220,"Auburn-Opelika, AL Metro Area",56101,82.3,11.5,1.1,2.1,0.2,1.0,1.7,2005
378,12220,"Auburn-Opelika, AL Metro Area",58972,80.0,12.8,1.2,2.3,0.3,1.0,2.4,2006
737,12220,"Auburn-Opelika, AL Metro Area",59887,81.1,11.8,0.7,1.1,0.4,1.1,3.6,2007
1098,12220,"Auburn-Opelika, AL Metro Area",61828,80.2,10.3,0.9,3.4,0.8,1.1,3.3,2008
1459,12220,"Auburn-Opelika, AL Metro Area",59223,82.2,10.6,0.5,2.4,1.0,1.2,2.1,2009
1825,12220,"Auburn-Opelika, AL Metro Area",62343,79.9,11.1,0.8,3.4,1.3,1.0,2.6,2010
2191,12220,"Auburn-Opelika, AL Metro Area",62346,82.9,10.0,1.0,2.1,0.8,1.0,2.3,2011
2557,12220,"Auburn-Opelika, AL Metro Area",67447,83.4,7.4,0.9,3.3,0.3,1.3,3.4,2012
2922,12220,"Auburn-Opelika, AL Metro Area",69939,85.1,8.2,1.3,2.1,0.0,0.5,2.8,2013
3303,12220,"Auburn-Opelika, AL Metro Area",68094,89.0,4.3,0.8,1.8,0.6,0.7,2.9,2014
3684,12220,"Auburn-Opelika, AL Metro Area",72710,84.4,8.1,1.0,1.8,0.0,0.5,4.3,2015
4065,12220,"Auburn-Opelika, AL Metro Area",74400,82.2,8.1,0.4,1.3,0.6,1.0,6.3,2016
4447,12220,"Auburn-Opelika, AL Metro Area",71641,82.1,11.7,0.1,2.6,0.4,1.0,2.0,2017
21,12260,"Augusta-Richmond County, GA-SC Metro Area",220644,81.8,11.8,0.3,2.5,0.2,1.0,2.4,2005
379,12260,"Augusta-Richmond County, GA-SC Metro Area",224488,79.4,12.0,0.7,3.8,0.3,1.1,2.7,2006
738,12260,"Augusta-Richmond County, GA-SC Metro Area",229596,80.7,11.1,0.8,2.8,0.3,1.0,3.3,2007
1099,12260,"Augusta-Richmond County, GA-SC Metro Area",232480,79.8,13.6,0.9,2.6,0.2,0.8,2.2,2008
1460,12260,"Augusta-Richmond County, GA-SC Metro Area",226524,84.4,9.6,0.5,1.9,0.1,0.8,2.7,2009
1826,12260,"Augusta-Richmond County, GA-SC Metro Area",230324,83.5,10.1,0.9,1.6,0.1,0.9,2.9,2010
2192,12260,"Augusta-Richmond County, GA-SC Metro Area",233682,84.4,9.5,1.2,1.8,0.2,1.0,1.9,2011
2558,12260,"Augusta-Richmond County, GA-SC Metro Area",235029,84.7,10.0,0.4,1.8,0.3,1.3,1.5,2012
2923,12260,"Augusta-Richmond County, GA-SC Metro Area",234215,84.0,9.4,0.7,1.7,0.2,1.1,2.9,2013
3304,12260,"Augusta-Richmond County, GA-SC Metro Area",242404,83.2,11.0,0.2,1.4,0.4,0.8,3.0,2014
3685,12260,"Augusta-Richmond County, GA-SC Metro Area",247787,84.0,9.5,1.4,1.7,0.1,0.7,2.7,2015
4066,12260,"Augusta-Richmond County, GA-SC Metro Area",250386,85.8,8.3,0.9,1.8,0.2,0.9,2.1,2016
4448,12260,"Augusta-Richmond County, GA-SC Metro Area",254062,83.2,9.4,0.6,1.8,0.1,2.0,2.8,2017
22,12420,"Austin-Round Rock, TX Metro Area",715823,77.0,11.5,2.8,1.5,0.7,1.5,5.0,2005
380,12420,"Austin-Round Rock, TX Metro Area",764279,75.6,13.0,2.3,1.7,0.6,1.8,5.0,2006
739,12420,"Austin-Round Rock, TX Metro Area",809573,74.2,13.8,3.0,1.7,0.5,1.7,5.2,2007
1100,12420,"Austin-Round Rock, TX Metro Area",851367,72.9,13.2,3.0,1.6,0.7,2.4,6.2,2008
1461,12420,"Austin-Round Rock, TX Metro Area",860273,76.0,10.5,2.8,1.8,0.7,2.3,5.9,2009
2924,12420,"Austin-Round Rock, TX Metro Area",959111,77.1,9.8,2.4,1.7,0.8,1.2,6.9,2013
3305,12420,"Austin-Round Rock, TX Metro Area",986709,76.6,10.1,2.5,1.7,0.7,1.5,6.9,2014
3686,12420,"Austin-Round Rock, TX Metro Area",1034605,76.9,9.3,2.3,1.7,0.8,1.3,7.7,2015
4067,12420,"Austin-Round Rock, TX Metro Area",1080783,76.0,9.4,2.2,1.7,0.8,1.1,8.7,2016
4449,12420,"Austin-Round Rock, TX Metro Area",1112564,76.6,9.3,1.8,1.9,0.8,1.0,8.7,2017
1827,12420,"Austin-Round Rock-San Marcos, TX Metro Area",847534,75.6,10.5,2.3,1.9,0.6,1.8,7.3,2010
2193,12420,"Austin-Round Rock-San Marcos, TX Metro Area",875682,74.7,11.1,2.5,2.0,1.0,1.6,7.1,2011
2559,12420,"Austin-Round Rock-San Marcos, TX Metro Area",911277,76.0,11.0,2.3,2.0,0.9,1.4,6.4,2012
23,12540,"Bakersfield, CA Metro Area",285994,75.1,15.9,1.6,1.9,0.3,2.5,2.6,2005
381,12540,"Bakersfield, CA Metro Area",307806,72.7,19.2,1.1,1.3,0.3,2.6,2.8,2006
740,12540,"Bakersfield, CA Metro Area",299226,75.4,16.8,1.4,1.9,0.4,1.6,2.5,2007
1101,12540,"Bakersfield, CA Metro Area",312742,76.0,17.1,0.9,1.5,0.3,1.6,2.6,2008
1462,12540,"Bakersfield, CA Metro Area",291189,75.5,17.2,0.9,1.7,0.5,1.2,3.0,2009
2925,12540,"Bakersfield, CA Metro Area",316140,77.7,14.6,1.0,1.4,0.5,1.9,2.8,2013
3306,12540,"Bakersfield, CA Metro Area",320353,78.3,13.1,1.1,1.2,0.6,2.8,3.0,2014
3687,12540,"Bakersfield, CA Metro Area",340397,79.4,11.6,0.9,0.9,0.4,3.5,3.2,2015
4068,12540,"Bakersfield, CA Metro Area",331233,81.2,11.2,0.7,1.5,0.4,1.6,3.4,2016
4450,12540,"Bakersfield, CA Metro Area",336223,79.8,12.8,0.7,1.0,0.5,1.7,3.4,2017
1828,12540,"Bakersfield-Delano, CA Metro Area",301281,75.1,15.7,1.0,2.4,0.3,2.0,3.5,2010
2194,12540,"Bakersfield-Delano, CA Metro Area",308929,76.2,15.4,1.2,1.7,0.5,2.1,2.9,2011
2560,12540,"Bakersfield-Delano, CA Metro Area",311324,77.1,15.3,1.0,1.7,0.6,1.7,2.7,2012
2926,12580,"Baltimore-Columbia-Towson, MD Metro Area",1366609,77.1,8.0,6.8,2.7,0.3,1.1,4.1,2013
3307,12580,"Baltimore-Columbia-Towson, MD Metro Area",1370828,77.2,8.2,6.6,2.6,0.3,1.1,4.0,2014
3688,12580,"Baltimore-Columbia-Towson, MD Metro Area",1376510,76.4,8.1,6.5,3.1,0.3,1.2,4.5,2015
4069,12580,"Baltimore-Columbia-Towson, MD Metro Area",1407691,76.6,8.3,6.1,2.6,0.3,1.1,4.9,2016
4451,12580,"Baltimore-Columbia-Towson, MD Metro Area",1405632,76.4,8.0,6.8,2.3,0.3,1.4,4.9,2017
24,12580,"Baltimore-Towson, MD Metro Area",1256076,76.5,10.1,6.1,2.2,0.1,1.3,3.7,2005
382,12580,"Baltimore-Towson, MD Metro Area",1310218,75.8,9.4,6.4,3.2,0.3,1.3,3.6,2006
741,12580,"Baltimore-Towson, MD Metro Area",1282662,76.6,9.8,6.2,2.9,0.2,0.8,3.6,2007
1102,12580,"Baltimore-Towson, MD Metro Area",1349410,75.9,10.1,6.6,2.9,0.3,1.0,3.3,2008
1463,12580,"Baltimore-Towson, MD Metro Area",1322360,76.8,9.2,6.2,2.9,0.3,0.8,3.9,2009
1829,12580,"Baltimore-Towson, MD Metro Area",1312040,76.5,9.6,6.0,2.6,0.2,1.0,4.1,2010
2195,12580,"Baltimore-Towson, MD Metro Area",1315407,76.4,9.7,6.1,2.6,0.2,0.9,4.0,2011
2561,12580,"Baltimore-Towson, MD Metro Area",1341551,76.5,8.9,6.5,2.7,0.3,1.0,4.1,2012
25,12620,"Bangor, ME Metro Area",68403,79.3,10.8,0.7,3.6,0.3,1.6,3.7,2005
383,12620,"Bangor, ME Metro Area",67561,78.7,9.9,1.9,4.5,0.9,0.9,3.2,2006
742,12620,"Bangor, ME Metro Area",69927,79.7,10.2,0.9,4.2,0.1,1.3,3.5,2007
1103,12620,"Bangor, ME Metro Area",74534,76.9,11.3,1.2,4.1,0.1,2.0,4.3,2008
1464,12620,"Bangor, ME Metro Area",69276,80.0,10.2,0.5,3.9,0.7,1.3,3.4,2009
1830,12620,"Bangor, ME Metro Area",72366,81.9,8.9,0.5,3.5,0.6,0.4,4.2,2010
2196,12620,"Bangor, ME Metro Area",70108,80.0,8.9,0.6,4.9,0.4,1.3,3.9,2011
2562,12620,"Bangor, ME Metro Area",71866,80.0,9.4,0.3,3.8,0.2,2.1,4.2,2012
2927,12620,"Bangor, ME Metro Area",70031,80.4,10.7,0.5,3.1,0.4,1.2,3.7,2013
3308,12620,"Bangor, ME Metro Area",71189,77.6,12.6,1.1,4.2,0.2,1.4,2.9,2014
3689,12620,"Bangor, ME Metro Area",66760,78.9,9.9,0.5,3.8,0.1,1.4,5.5,2015
4070,12620,"Bangor, ME Metro Area",71363,79.5,11.3,0.3,3.0,0.2,1.1,4.6,2016
4452,12620,"Bangor, ME Metro Area",73193,81.1,10.0,0.3,3.5,0.2,0.6,4.2,2017
26,12700,"Barnstable Town, MA Metro Area",103070,82.3,8.8,1.2,1.8,0.4,1.2,4.2,2005
384,12700,"Barnstable Town, MA Metro Area",105643,80.3,8.7,1.3,2.9,0.8,1.2,4.8,2006
743,12700,"Barnstable Town, MA Metro Area",106886,82.2,7.8,1.7,2.4,0.4,0.4,5.2,2007
1104,12700,"Barnstable Town, MA Metro Area",105938,81.3,8.2,0.7,2.7,0.6,1.0,5.4,2008
1465,12700,"Barnstable Town, MA Metro Area",104173,81.3,7.0,0.8,3.3,0.8,0.7,6.0,2009
1831,12700,"Barnstable Town, MA Metro Area",95340,83.3,5.9,1.6,3.0,1.2,0.7,4.4,2010
2197,12700,"Barnstable Town, MA Metro Area",99985,84.9,5.2,1.9,1.9,0.2,0.9,5.0,2011
2563,12700,"Barnstable Town, MA Metro Area",97557,81.6,7.4,1.1,2.1,0.8,0.7,6.2,2012
2928,12700,"Barnstable Town, MA Metro Area",99742,80.4,8.4,1.7,2.9,0.7,0.8,5.1,2013
3309,12700,"Barnstable Town, MA Metro Area",100917,83.9,5.4,1.3,3.5,0.3,0.7,5.1,2014
3690,12700,"Barnstable Town, MA Metro Area",102914,81.3,6.4,1.5,1.6,0.7,0.9,7.6,2015
4071,12700,"Barnstable Town, MA Metro Area",100746,80.5,6.1,1.5,2.7,0.8,0.8,7.6,2016
4453,12700,"Barnstable Town, MA Metro Area",103107,80.1,8.9,0.8,2.3,0.4,1.2,6.2,2017
27,12940,"Baton Rouge, LA Metro Area",321490,83.9,9.7,1.0,1.6,0.3,1.8,1.7,2005
385,12940,"Baton Rouge, LA Metro Area",340858,82.8,11.0,1.2,1.6,0.2,0.7,2.5,2006
744,12940,"Baton Rouge, LA Metro Area",356149,82.9,10.4,1.1,1.7,0.1,0.7,3.0,2007
1105,12940,"Baton Rouge, LA Metro Area",366361,84.1,9.7,0.9,1.9,0.4,0.8,2.3,2008
1466,12940,"Baton Rouge, LA Metro Area",366919,82.3,11.1,1.0,1.8,0.2,0.9,2.8,2009
1832,12940,"Baton Rouge, LA Metro Area",362682,82.3,11.3,1.3,1.2,0.5,1.0,2.5,2010
2198,12940,"Baton Rouge, LA Metro Area",367363,83.5,9.5,0.8,2.0,0.3,1.2,2.5,2011
2564,12940,"Baton Rouge, LA Metro Area",374390,85.4,8.5,1.1,1.7,0.2,0.6,2.5,2012
2929,12940,"Baton Rouge, LA Metro Area",369367,84.5,9.4,1.2,1.3,0.5,0.5,2.7,2013
3310,12940,"Baton Rouge, LA Metro Area",376403,83.9,9.3,1.0,1.8,0.2,1.2,2.6,2014
3691,12940,"Baton Rouge, LA Metro Area",381054,84.5,9.1,0.9,1.7,0.2,0.7,2.9,2015
4072,12940,"Baton Rouge, LA Metro Area",379370,85.8,8.1,1.0,1.3,0.1,1.0,2.7,2016
4454,12940,"Baton Rouge, LA Metro Area",385169,84.1,9.3,0.7,1.1,0.4,1.4,2.9,2017
28,12980,"Battle Creek, MI Metro Area",60123,83.7,10.2,1.0,2.8,0.1,0.8,1.4,2005
386,12980,"Battle Creek, MI Metro Area",59320,79.3,12.4,0.1,3.6,0.2,1.2,3.2,2006
745,12980,"Battle Creek, MI Metro Area",58051,84.1,9.7,0.4,2.3,0.4,0.6,2.4,2007
1106,12980,"Battle Creek, MI Metro Area",59968,80.2,11.5,0.8,3.9,0.0,0.9,2.7,2008
1467,12980,"Battle Creek, MI Metro Area",55416,84.3,8.4,0.4,3.1,0.6,0.9,2.1,2009
1833,12980,"Battle Creek, MI Metro Area",55719,80.1,10.3,0.2,4.6,0.1,1.6,3.2,2010
2199,12980,"Battle Creek, MI Metro Area",52027,78.7,12.4,0.5,4.4,0.7,0.5,2.9,2011
2565,12980,"Battle Creek, MI Metro Area",56981,83.4,8.8,0.7,3.6,0.4,0.8,2.4,2012
2930,12980,"Battle Creek, MI Metro Area",58092,80.4,10.8,1.3,2.8,0.3,0.8,3.6,2013
3311,12980,"Battle Creek, MI Metro Area",55329,82.6,11.6,0.3,2.5,0.1,0.7,2.2,2014
3692,12980,"Battle Creek, MI Metro Area",55011,79.5,9.7,0.6,3.1,0.6,0.6,5.9,2015
4073,12980,"Battle Creek, MI Metro Area",58005,85.1,8.5,1.0,1.9,0.2,0.9,2.4,2016
4455,12980,"Battle Creek, MI Metro Area",57716,83.5,8.1,0.3,4.1,0.4,0.4,3.2,2017
29,13020,"Bay City, MI Metro Area",48940,87.2,6.8,0.2,1.1,1.0,1.2,2.4,2005
387,13020,"Bay City, MI Metro Area",48105,86.1,5.7,0.5,3.3,0.1,0.8,3.7,2006
746,13020,"Bay City, MI Metro Area",48606,81.7,11.3,1.0,1.7,0.4,0.4,3.4,2007
1107,13020,"Bay City, MI Metro Area",49116,83.3,9.3,0.5,2.2,1.1,1.0,2.6,2008
1468,13020,"Bay City, MI Metro Area",46886,86.4,6.7,0.9,2.6,0.2,0.7,2.6,2009
1834,13020,"Bay City, MI Metro Area",46589,85.8,7.0,0.5,1.7,0.4,0.7,4.0,2010
2200,13020,"Bay City, MI Metro Area",44101,87.2,7.1,1.3,1.2,0.2,0.3,2.7,2011
2566,13020,"Bay City, MI Metro Area",45175,84.0,9.7,0.7,1.8,0.5,1.4,1.9,2012
2931,13020,"Bay City, MI Metro Area",45148,85.4,7.8,0.4,2.5,0.1,0.9,2.9,2013
3312,13020,"Bay City, MI Metro Area",44485,87.2,7.4,0.6,1.8,1.0,0.2,1.8,2014
3693,13020,"Bay City, MI Metro Area",47010,88.0,7.9,0.9,0.6,0.2,0.2,2.1,2015
4074,13020,"Bay City, MI Metro Area",46410,85.0,6.1,0.1,1.5,0.1,1.1,6.1,2016
4456,13020,"Bay City, MI Metro Area",44098,85.8,8.2,0.9,0.7,0.1,0.8,3.4,2017
30,13140,"Beaumont-Port Arthur, TX Metro Area",148235,81.7,12.6,0.3,1.1,0.1,2.5,1.8,2005
388,13140,"Beaumont-Port Arthur, TX Metro Area",153474,85.1,10.7,0.8,0.9,0.2,0.9,1.6,2006
747,13140,"Beaumont-Port Arthur, TX Metro Area",153014,83.6,10.5,0.6,1.8,0.1,1.5,1.8,2007
1108,13140,"Beaumont-Port Arthur, TX Metro Area",158957,84.0,10.1,0.5,2.1,0.2,1.7,1.5,2008
1469,13140,"Beaumont-Port Arthur, TX Metro Area",156631,83.4,10.9,0.7,1.3,0.2,1.6,1.8,2009
1835,13140,"Beaumont-Port Arthur, TX Metro Area",153629,83.0,11.1,0.6,1.1,0.3,1.3,2.7,2010
2201,13140,"Beaumont-Port Arthur, TX Metro Area",157755,83.2,11.3,0.8,1.8,0.2,0.9,1.8,2011
2567,13140,"Beaumont-Port Arthur, TX Metro Area",156746,87.2,8.2,0.5,1.1,0.3,1.3,1.4,2012
2932,13140,"Beaumont-Port Arthur, TX Metro Area",163361,88.9,7.3,0.1,1.0,0.1,1.2,1.4,2013
3313,13140,"Beaumont-Port Arthur, TX Metro Area",164514,88.7,7.0,0.3,0.9,0.1,1.0,2.0,2014
3694,13140,"Beaumont-Port Arthur, TX Metro Area",168198,88.5,7.9,0.2,1.0,0.0,0.9,1.5,2015
4075,13140,"Beaumont-Port Arthur, TX Metro Area",170302,89.0,6.6,0.8,0.8,0.1,1.5,1.2,2016
4457,13140,"Beaumont-Port Arthur, TX Metro Area",169248,87.1,8.0,0.5,1.4,0.0,0.6,2.3,2017
2933,13220,"Beckley, WV Metro Area",44179,79.8,12.2,0.0,3.4,0.0,1.9,2.7,2013
3314,13220,"Beckley, WV Metro Area",45189,85.0,7.5,0.0,2.5,0.0,2.5,2.5,2014
3695,13220,"Beckley, WV Metro Area",42811,80.7,12.6,0.6,2.3,0.0,1.8,2.0,2015
4076,13220,"Beckley, WV Metro Area",45984,81.6,6.9,0.2,3.8,0.1,2.1,5.4,2016
4458,13220,"Beckley, WV Metro Area",42130,84.0,9.6,0.3,2.6,0.1,1.1,2.4,2017
31,13380,"Bellingham, WA Metro Area",88763,74.0,12.2,2.1,3.4,2.1,1.1,5.1,2005
389,13380,"Bellingham, WA Metro Area",83557,75.5,8.0,1.7,4.1,2.4,1.5,6.9,2006
748,13380,"Bellingham, WA Metro Area",92571,72.6,9.2,3.1,5.5,2.0,1.2,6.3,2007
1109,13380,"Bellingham, WA Metro Area",96175,71.7,11.7,3.6,3.7,2.7,1.3,5.4,2008
1470,13380,"Bellingham, WA Metro Area",95684,70.0,10.9,3.9,4.9,2.8,0.8,6.8,2009
1836,13380,"Bellingham, WA Metro Area",92067,77.2,7.7,2.4,4.2,1.3,1.8,5.4,2010
2202,13380,"Bellingham, WA Metro Area",95271,73.0,8.1,2.2,6.2,1.9,1.5,7.1,2011
2568,13380,"Bellingham, WA Metro Area",96288,72.7,10.3,3.3,5.0,1.0,1.1,6.7,2012
2934,13380,"Bellingham, WA Metro Area",96267,70.9,11.5,3.3,4.2,1.3,1.9,6.8,2013
3315,13380,"Bellingham, WA Metro Area",97735,75.8,8.3,2.1,4.5,2.0,0.7,6.5,2014
3696,13380,"Bellingham, WA Metro Area",100765,76.1,8.2,3.4,4.8,1.9,1.1,4.5,2015
4077,13380,"Bellingham, WA Metro Area",103057,75.7,8.8,3.2,4.6,1.2,1.4,5.0,2016
4459,13380,"Bellingham, WA Metro Area",108317,77.4,8.6,1.7,4.3,1.7,0.7,5.6,2017
32,13460,"Bend, OR Metro Area",68651,78.7,11.8,0.4,3.0,1.0,0.6,4.4,2005
390,13460,"Bend, OR Metro Area",74531,77.7,10.3,0.2,1.2,1.4,0.4,8.7,2006
749,13460,"Bend, OR Metro Area",75409,76.3,10.4,0.7,2.4,2.1,1.0,7.1,2007
1110,13460,"Bend, OR Metro Area",76841,78.6,7.1,0.7,3.5,1.4,0.8,7.8,2008
1471,13460,"Bend, OR Metro Area",68317,79.3,8.0,1.1,2.4,1.3,0.8,7.0,2009
1837,13460,"Bend, OR Metro Area",64837,79.0,9.9,0.4,1.9,1.1,1.2,6.6,2010
2203,13460,"Bend, OR Metro Area",67775,78.0,9.1,0.6,1.9,1.4,0.4,8.6,2011
2569,13460,"Bend, OR Metro Area",67237,75.8,9.3,0.6,3.1,2.7,1.1,7.5,2012
2935,13460,"Bend-Redmond, OR Metro Area",73361,74.3,8.4,0.5,5.0,2.1,0.9,8.8,2013
3316,13460,"Bend-Redmond, OR Metro Area",77694,71.8,11.9,0.8,3.3,1.8,1.4,8.9,2014
3697,13460,"Bend-Redmond, OR Metro Area",79798,75.6,7.0,0.1,0.9,2.6,0.9,12.9,2015
4078,13460,"Bend-Redmond, OR Metro Area",87159,75.0,9.8,0.2,3.3,1.6,1.1,9.1,2016
4460,13460,"Bend-Redmond, OR Metro Area",89618,74.2,9.1,0.5,2.0,0.8,1.0,12.4,2017
33,13740,"Billings, MT Metro Area",75546,79.3,11.0,1.3,2.4,1.2,0.8,4.0,2005
391,13740,"Billings, MT Metro Area",74449,77.2,12.0,1.1,2.6,1.1,1.7,4.3,2006
750,13740,"Billings, MT Metro Area",75448,79.9,11.4,1.7,2.9,0.4,0.2,3.5,2007
1111,13740,"Billings, MT Metro Area",81021,78.6,9.6,2.3,3.7,0.8,1.1,4.0,2008
1472,13740,"Billings, MT Metro Area",77380,82.1,7.1,0.9,4.3,0.5,1.1,3.9,2009
1838,13740,"Billings, MT Metro Area",79050,78.9,11.1,0.7,3.5,0.4,1.1,4.4,2010
2204,13740,"Billings, MT Metro Area",80956,79.7,10.1,1.5,3.3,0.9,1.0,3.5,2011
2570,13740,"Billings, MT Metro Area",81620,79.8,10.0,1.3,4.0,1.1,0.9,3.0,2012
2936,13740,"Billings, MT Metro Area",81287,76.2,12.8,0.9,3.1,1.0,1.2,4.9,2013
3317,13740,"Billings, MT Metro Area",84977,79.6,10.9,1.2,2.2,0.4,0.9,4.9,2014
3698,13740,"Billings, MT Metro Area",84680,80.5,9.7,0.7,3.6,0.4,0.8,4.2,2015
4079,13740,"Billings, MT Metro Area",84724,82.5,8.0,0.3,3.3,0.5,1.2,4.2,2016
4461,13740,"Billings, MT Metro Area",87639,81.8,8.4,0.9,3.1,0.4,0.4,5.1,2017
34,13780,"Binghamton, NY Metro Area",109775,82.8,8.5,1.8,3.0,0.0,0.9,3.1,2005
392,13780,"Binghamton, NY Metro Area",115391,82.2,7.6,1.5,3.4,0.2,0.9,4.1,2006
751,13780,"Binghamton, NY Metro Area",112065,81.0,8.4,2.0,3.4,0.4,0.9,4.0,2007
1112,13780,"Binghamton, NY Metro Area",117799,76.9,11.1,2.1,3.4,0.4,1.5,4.6,2008
1473,13780,"Binghamton, NY Metro Area",112291,76.3,10.9,2.7,4.2,0.1,1.3,4.5,2009
1839,13780,"Binghamton, NY Metro Area",110448,81.4,9.2,2.2,3.4,0.1,0.6,3.1,2010
2205,13780,"Binghamton, NY Metro Area",109049,81.0,8.9,2.1,2.9,0.1,0.9,4.1,2011
2571,13780,"Binghamton, NY Metro Area",111224,80.6,8.3,2.5,3.8,0.3,0.7,3.8,2012
2937,13780,"Binghamton, NY Metro Area",108563,79.4,8.9,2.6,3.8,0.6,1.3,3.4,2013
3318,13780,"Binghamton, NY Metro Area",109665,81.1,8.4,3.2,2.7,0.5,0.9,3.2,2014
3699,13780,"Binghamton, NY Metro Area",109476,81.7,7.2,2.6,5.4,0.2,0.4,2.5,2015
4080,13780,"Binghamton, NY Metro Area",104850,80.8,9.5,2.3,3.2,0.2,0.8,3.3,2016
4462,13780,"Binghamton, NY Metro Area",104880,82.6,9.0,2.0,2.6,0.2,0.7,2.8,2017
35,13820,"Birmingham-Hoover, AL Metro Area",496288,84.3,10.6,0.5,1.3,0.1,0.6,2.6,2005
393,13820,"Birmingham-Hoover, AL Metro Area",489360,83.5,10.7,0.7,1.1,0.0,0.7,3.2,2006
752,13820,"Birmingham-Hoover, AL Metro Area",497399,83.6,11.3,0.6,1.0,0.1,0.7,2.7,2007
1113,13820,"Birmingham-Hoover, AL Metro Area",517584,82.7,11.8,0.9,1.0,0.1,0.7,2.7,2008
1474,13820,"Birmingham-Hoover, AL Metro Area",497847,83.6,11.2,0.7,1.3,0.1,0.4,2.7,2009
1840,13820,"Birmingham-Hoover, AL Metro Area",484170,84.8,10.0,0.6,1.0,0.1,0.5,3.1,2010
2206,13820,"Birmingham-Hoover, AL Metro Area",478519,83.9,10.4,0.7,1.2,0.1,0.8,3.0,2011
2572,13820,"Birmingham-Hoover, AL Metro Area",488269,85.7,9.1,0.6,1.0,0.1,0.5,2.9,2012
2938,13820,"Birmingham-Hoover, AL Metro Area",494236,86.4,8.1,0.8,1.0,0.0,0.8,2.8,2013
3319,13820,"Birmingham-Hoover, AL Metro Area",501071,85.2,9.1,0.5,1.1,0.2,1.1,2.9,2014
3700,13820,"Birmingham-Hoover, AL Metro Area",507310,83.2,10.9,0.7,1.0,0.1,1.0,3.1,2015
4081,13820,"Birmingham-Hoover, AL Metro Area",509799,85.6,8.9,0.5,1.1,0.1,0.9,2.9,2016
4463,13820,"Birmingham-Hoover, AL Metro Area",507668,84.3,9.2,0.7,1.3,0.1,0.7,3.7,2017
36,13900,"Bismarck, ND Metro Area",55667,80.7,10.8,0.1,3.3,0.1,1.2,3.9,2005
394,13900,"Bismarck, ND Metro Area",56496,80.1,9.9,0.5,4.9,0.2,0.4,3.9,2006
753,13900,"Bismarck, ND Metro Area",56231,78.3,11.9,0.8,2.7,0.6,1.0,4.8,2007
1114,13900,"Bismarck, ND Metro Area",60641,83.8,9.6,0.3,2.1,0.5,0.4,3.3,2008
1475,13900,"Bismarck, ND Metro Area",58788,80.9,12.7,0.1,1.4,0.5,0.5,4.0,2009
1841,13900,"Bismarck, ND Metro Area",59000,81.4,11.9,0.3,1.9,0.3,0.5,3.7,2010
2207,13900,"Bismarck, ND Metro Area",62628,79.9,12.2,0.0,2.1,0.8,0.5,4.5,2011
2573,13900,"Bismarck, ND Metro Area",62601,78.9,12.5,0.2,2.6,0.6,0.2,5.0,2012
2939,13900,"Bismarck, ND Metro Area",69121,80.9,12.8,0.0,1.9,0.2,0.3,4.0,2013
3320,13900,"Bismarck, ND Metro Area",66085,84.5,7.9,0.2,1.0,0.4,0.6,5.5,2014
3701,13900,"Bismarck, ND Metro Area",71080,85.0,7.4,0.3,2.8,0.1,0.5,3.9,2015
4082,13900,"Bismarck, ND Metro Area",71453,83.7,9.5,0.5,1.0,0.2,0.9,4.2,2016
4464,13900,"Bismarck, ND Metro Area",70136,85.5,8.4,0.1,1.0,0.3,1.0,3.8,2017
37,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",65736,82.0,8.7,1.1,3.3,0.6,0.9,3.5,2005
395,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",68020,78.9,10.7,1.6,3.1,0.3,0.9,4.5,2006
754,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",70739,76.7,13.5,1.4,3.2,0.5,0.5,4.2,2007
