,Id,Id2,Geography,Total_HH,HH_0Veh,HH_1Veh,HH_2Veh,HH_3Veh,HH_4+Veh,Year
1099,3100000US12260,12260,"Augusta-Richmond County, GA-SC Metro Area",197783,13843,66058,74846,29309,13727,2008
1460,3100000US12260,12260,"Augusta-Richmond County, GA-SC Metro Area",201260,13875,66585,77752,30060,12988,2009
1826,310M100US12260,12260,"Augusta-Richmond County, GA-SC Metro Area",206641,15840,68739,78409,30755,12898,2010
2192,310M100US12260,12260,"Augusta-Richmond County, GA-SC Metro Area",207222,13956,67059,83486,30405,12316,2011
2558,310M100US12260,12260,"Augusta-Richmond County, GA-SC Metro Area",204147,12807,71475,78554,28013,13298,2012
2923,310M200US12260,12260,"Augusta-Richmond County, GA-SC Metro Area",204221,13824,66950,78751,31590,13106,2013
3304,310M200US12260,12260,"Augusta-Richmond County, GA-SC Metro Area",208479,15878,69346,76286,32502,14467,2014
3685,310M200US12260,12260,"Augusta-Richmond County, GA-SC Metro Area",210854,13660,67796,77826,33641,17931,2015
4066,310M300US12260,12260,"Augusta-Richmond County, GA-SC Metro Area",219167,13940,68235,86584,33979,16429,2016
4448,310M300US12260,12260,"Augusta-Richmond County, GA-SC Metro Area",211489,13602,70915,78259,31086,17627,2017
22,3100000US12420,12420,"Austin-Round Rock, TX Metro Area",540685,30036,197272,226617,65171,21589,2005
380,3100000US12420,12420,"Austin-Round Rock, TX Metro Area",560280,28794,200101,238373,69868,23144,2006
739,3100000US12420,12420,"Austin-Round Rock, TX Metro Area",583598,28462,214388,248092,70585,22071,2007
1100,3100000US12420,12420,"Austin-Round Rock, TX Metro Area",603680,34847,209062,253095,81124,25552,2008
1461,3100000US12420,12420,"Austin-Round Rock, TX Metro Area",614047,27879,224464,264299,74564,22841,2009
2924,310M200US12420,12420,"Austin-Round Rock, TX Metro Area",688938,34218,244074,293028,86418,31200,2013
3305,310M200US12420,12420,"Austin-Round Rock, TX Metro Area",703976,30990,249817,295948,93172,34049,2014
3686,310M200US12420,12420,"Austin-Round Rock, TX Metro Area",723914,36027,249050,301673,99876,37288,2015
4067,310M300US12420,12420,"Austin-Round Rock, TX Metro Area",741176,30648,258609,308053,101905,41961,2016
4449,310M300US12420,12420,"Austin-Round Rock, TX Metro Area",755333,32156,252426,321154,104277,45320,2017
1827,310M100US12420,12420,"Austin-Round Rock-San Marcos, TX Metro Area",647500,35197,228778,276733,78001,28791,2010
2193,310M100US12420,12420,"Austin-Round Rock-San Marcos, TX Metro Area",663866,34366,242680,275829,84612,26379,2011
2559,310M100US12420,12420,"Austin-Round Rock-San Marcos, TX Metro Area",665027,31428,233655,291800,81649,26495,2012
23,3100000US12540,12540,"Bakersfield, CA Metro Area",231566,17502,71680,88131,38874,15379,2005
381,3100000US12540,12540,"Bakersfield, CA Metro Area",238229,18015,72834,91663,38351,17366,2006
740,3100000US12540,12540,"Bakersfield, CA Metro Area",239662,17762,73778,90806,39375,17941,2007
1101,3100000US12540,12540,"Bakersfield, CA Metro Area",244186,17802,73553,96547,40036,16248,2008
1462,3100000US12540,12540,"Bakersfield, CA Metro Area",241764,19216,74027,91203,40603,16715,2009
2925,310M200US12540,12540,"Bakersfield, CA Metro Area",257183,20112,82424,94869,41338,18440,2013
3306,310M200US12540,12540,"Bakersfield, CA Metro Area",261135,17583,82497,101939,42322,16794,2014
3687,310M200US12540,12540,"Bakersfield, CA Metro Area",263273,17973,82853,98972,43704,19771,2015
4068,310M300US12540,12540,"Bakersfield, CA Metro Area",270359,19490,85749,104237,39231,21652,2016
4450,310M300US12540,12540,"Bakersfield, CA Metro Area",269147,18268,83624,100736,44275,22244,2017
1828,310M100US12540,12540,"Bakersfield-Delano, CA Metro Area",252284,17688,84549,92806,39007,18234,2010
2194,310M100US12540,12540,"Bakersfield-Delano, CA Metro Area",254761,20680,79108,98404,39434,17135,2011
2560,310M100US12540,12540,"Bakersfield-Delano, CA Metro Area",255967,17438,82546,98469,37273,20241,2012
2926,310M200US12580,12580,"Baltimore-Columbia-Towson, MD Metro Area",1037921,116533,347134,372563,142160,59531,2013
3307,310M200US12580,12580,"Baltimore-Columbia-Towson, MD Metro Area",1032604,112293,344299,381099,133398,61515,2014
3688,310M200US12580,12580,"Baltimore-Columbia-Towson, MD Metro Area",1037443,119908,331117,381810,137945,66663,2015
4069,310M300US12580,12580,"Baltimore-Columbia-Towson, MD Metro Area",1045165,113658,338916,384605,143480,64506,2016
4451,310M300US12580,12580,"Baltimore-Columbia-Towson, MD Metro Area",1053386,114722,340980,383771,146107,67806,2017
24,3100000US12580,12580,"Baltimore-Towson, MD Metro Area",1002709,116542,330915,362000,137232,56020,2005
382,3100000US12580,12580,"Baltimore-Towson, MD Metro Area",1003904,118984,321676,364424,142122,56698,2006
741,3100000US12580,12580,"Baltimore-Towson, MD Metro Area",995655,107109,321304,366454,142160,58628,2007
1102,3100000US12580,12580,"Baltimore-Towson, MD Metro Area",1005383,109265,325202,368924,140804,61188,2008
1463,3100000US12580,12580,"Baltimore-Towson, MD Metro Area",1005051,116257,331834,356673,138545,61742,2009
1829,310M100US12580,12580,"Baltimore-Towson, MD Metro Area",1022553,117259,340730,371967,136684,55913,2010
2195,310M100US12580,12580,"Baltimore-Towson, MD Metro Area",1022508,120078,338459,373512,131418,59041,2011
2561,310M100US12580,12580,"Baltimore-Towson, MD Metro Area",1034914,122905,340725,368756,138356,64172,2012
25,3100000US12620,12620,"Bangor, ME Metro Area",60822,3726,19735,24894,9278,3189,2005
383,3100000US12620,12620,"Bangor, ME Metro Area",60132,4534,19937,23643,9184,2834,2006
742,3100000US12620,12620,"Bangor, ME Metro Area",61434,4380,19867,25473,8219,3495,2007
1103,3100000US12620,12620,"Bangor, ME Metro Area",61463,4241,18784,25934,9650,2854,2008
1464,3100000US12620,12620,"Bangor, ME Metro Area",61911,4666,21976,23050,9372,2847,2009
1830,310M100US12620,12620,"Bangor, ME Metro Area",60428,4212,19278,25750,8214,2974,2010
2196,310M100US12620,12620,"Bangor, ME Metro Area",62303,5924,20354,25376,7938,2711,2011
2562,310M100US12620,12620,"Bangor, ME Metro Area",63171,6032,21474,24100,8504,3061,2012
2927,310M200US12620,12620,"Bangor, ME Metro Area",62039,5032,21490,25574,6807,3136,2013
3308,310M200US12620,12620,"Bangor, ME Metro Area",61218,6671,21689,21231,8636,2991,2014
3689,310M200US12620,12620,"Bangor, ME Metro Area",59099,4793,21222,22884,7741,2459,2015
4070,310M300US12620,12620,"Bangor, ME Metro Area",60195,4046,21710,23601,7807,3031,2016
4452,310M300US12620,12620,"Bangor, ME Metro Area",60620,3795,22322,23102,7851,3550,2017
26,3100000US12700,12700,"Barnstable Town, MA Metro Area",100254,3464,34415,43142,14663,4570,2005
384,3100000US12700,12700,"Barnstable Town, MA Metro Area",98466,4303,35516,41178,12546,4923,2006
743,3100000US12700,12700,"Barnstable Town, MA Metro Area",97560,4952,31207,42017,15260,4124,2007
1104,3100000US12700,12700,"Barnstable Town, MA Metro Area",93027,4512,35947,38432,10482,3654,2008
1465,3100000US12700,12700,"Barnstable Town, MA Metro Area",99904,4698,39102,40349,11328,4427,2009
1831,310M100US12700,12700,"Barnstable Town, MA Metro Area",93576,4298,33867,40573,11540,3298,2010
2197,310M100US12700,12700,"Barnstable Town, MA Metro Area",94569,5326,36049,38705,11171,3318,2011
2563,310M100US12700,12700,"Barnstable Town, MA Metro Area",89766,5660,31597,38918,9915,3676,2012
2928,310M200US12700,12700,"Barnstable Town, MA Metro Area",94479,6079,34850,40146,9808,3596,2013
3309,310M200US12700,12700,"Barnstable Town, MA Metro Area",95697,5214,36801,38303,11320,4059,2014
3690,310M200US12700,12700,"Barnstable Town, MA Metro Area",97451,4519,34912,40423,12636,4961,2015
4071,310M300US12700,12700,"Barnstable Town, MA Metro Area",92582,4514,32738,36866,14065,4399,2016
4453,310M300US12700,12700,"Barnstable Town, MA Metro Area",92148,4384,34327,34825,12738,5874,2017
27,3100000US12940,12940,"Baton Rouge, LA Metro Area",273980,19540,100347,107109,35009,11975,2005
385,3100000US12940,12940,"Baton Rouge, LA Metro Area",279234,20812,99967,111145,35247,12063,2006
744,3100000US12940,12940,"Baton Rouge, LA Metro Area",287639,19918,104049,115164,36719,11789,2007
1105,3100000US12940,12940,"Baton Rouge, LA Metro Area",293615,20005,104282,116577,40134,12617,2008
1466,3100000US12940,12940,"Baton Rouge, LA Metro Area",294764,20688,103129,119636,37234,14077,2009
1832,310M100US12940,12940,"Baton Rouge, LA Metro Area",291692,18956,104363,116095,40172,12106,2010
2198,310M100US12940,12940,"Baton Rouge, LA Metro Area",294852,20449,102013,120040,39745,12605,2011
2564,310M100US12940,12940,"Baton Rouge, LA Metro Area",298690,15933,113491,119923,38891,10452,2012
2929,310M200US12940,12940,"Baton Rouge, LA Metro Area",301385,19845,109325,119219,40523,12473,2013
3310,310M200US12940,12940,"Baton Rouge, LA Metro Area",305096,18395,112659,123112,39422,11508,2014
3691,310M200US12940,12940,"Baton Rouge, LA Metro Area",300535,21189,104673,113796,47362,13515,2015
4072,310M300US12940,12940,"Baton Rouge, LA Metro Area",296740,17482,110206,113304,40166,15582,2016
4454,310M300US12940,12940,"Baton Rouge, LA Metro Area",299655,20092,100998,117409,45055,16101,2017
28,3100000US12980,12980,"Battle Creek, MI Metro Area",54821,3733,18958,20027,8702,3401,2005
386,3100000US12980,12980,"Battle Creek, MI Metro Area",53762,4300,18220,21284,6446,3512,2006
745,3100000US12980,12980,"Battle Creek, MI Metro Area",54146,3728,19715,20607,6784,3312,2007
1106,3100000US12980,12980,"Battle Creek, MI Metro Area",52624,4596,19276,20426,6296,2030,2008
1467,3100000US12980,12980,"Battle Creek, MI Metro Area",54528,3812,20065,21312,6707,2632,2009
1833,310M100US12980,12980,"Battle Creek, MI Metro Area",52600,3700,19450,20078,6320,3052,2010
2199,310M100US12980,12980,"Battle Creek, MI Metro Area",51814,4518,18968,18826,6631,2871,2011
2565,310M100US12980,12980,"Battle Creek, MI Metro Area",53182,4490,20288,20230,6000,2174,2012
2930,310M200US12980,12980,"Battle Creek, MI Metro Area",52980,4153,20192,19487,6408,2740,2013
3311,310M200US12980,12980,"Battle Creek, MI Metro Area",52385,4231,19810,20080,5635,2629,2014
3692,310M200US12980,12980,"Battle Creek, MI Metro Area",53076,4812,18909,19846,6421,3088,2015
4073,310M300US12980,12980,"Battle Creek, MI Metro Area",52888,5042,17528,20270,6791,3257,2016
4455,310M300US12980,12980,"Battle Creek, MI Metro Area",54556,5037,20440,19249,7728,2102,2017
29,3100000US13020,13020,"Bay City, MI Metro Area",45043,2427,16338,17308,6835,2135,2005
387,3100000US13020,13020,"Bay City, MI Metro Area",44961,3442,13946,17853,6128,3592,2006
746,3100000US13020,13020,"Bay City, MI Metro Area",43987,2800,15080,17583,5828,2696,2007
1107,3100000US13020,13020,"Bay City, MI Metro Area",43344,3238,13017,18171,6176,2742,2008
1468,3100000US13020,13020,"Bay City, MI Metro Area",44589,3349,13529,18654,6466,2591,2009
1834,310M100US13020,13020,"Bay City, MI Metro Area",44064,3624,14466,17765,5823,2386,2010
2200,310M100US13020,13020,"Bay City, MI Metro Area",43084,3440,16288,15466,5265,2625,2011
2566,310M100US13020,13020,"Bay City, MI Metro Area",43967,3005,15730,17588,5702,1942,2012
2931,310M200US13020,13020,"Bay City, MI Metro Area",44918,4249,14810,17144,5849,2866,2013
3312,310M200US13020,13020,"Bay City, MI Metro Area",42706,3810,14641,15717,6319,2219,2014
3693,310M200US13020,13020,"Bay City, MI Metro Area",42799,3636,14110,17047,5382,2624,2015
4074,310M300US13020,13020,"Bay City, MI Metro Area",43876,2873,14801,18228,5404,2570,2016
4456,310M300US13020,13020,"Bay City, MI Metro Area",44907,3712,16630,16531,5632,2402,2017
30,3100000US13140,13140,"Beaumont-Port Arthur, TX Metro Area",144562,14677,51522,52480,19493,6390,2005
388,3100000US13140,13140,"Beaumont-Port Arthur, TX Metro Area",142716,9569,52144,56724,18412,5867,2006
747,3100000US13140,13140,"Beaumont-Port Arthur, TX Metro Area",141857,11634,47396,57378,18303,7146,2007
1108,3100000US13140,13140,"Beaumont-Port Arthur, TX Metro Area",146699,9884,50693,60330,18669,7123,2008
1469,3100000US13140,13140,"Beaumont-Port Arthur, TX Metro Area",150564,11411,55784,53518,22156,7695,2009
1835,310M100US13140,13140,"Beaumont-Port Arthur, TX Metro Area",140356,11060,46982,58093,17657,6564,2010
2201,310M100US13140,13140,"Beaumont-Port Arthur, TX Metro Area",144011,10162,51455,58305,17482,6607,2011
2567,310M100US13140,13140,"Beaumont-Port Arthur, TX Metro Area",143663,10091,52402,53941,19466,7763,2012
2932,310M200US13140,13140,"Beaumont-Port Arthur, TX Metro Area",150700,11467,53776,58599,19878,6980,2013
3313,310M200US13140,13140,"Beaumont-Port Arthur, TX Metro Area",152806,12182,56822,58214,19781,5807,2014
3694,310M200US13140,13140,"Beaumont-Port Arthur, TX Metro Area",153283,10869,55638,60080,18509,8187,2015
4075,310M300US13140,13140,"Beaumont-Port Arthur, TX Metro Area",152244,9091,56437,58405,21034,7277,2016
4457,310M300US13140,13140,"Beaumont-Port Arthur, TX Metro Area",149713,9981,54685,54944,20198,9905,2017
2933,310M200US13220,13220,"Beckley, WV Metro Area",47633,5378,18359,17686,4698,1512,2013
3314,310M200US13220,13220,"Beckley, WV Metro Area",49335,3847,17884,19650,5729,2225,2014
3695,310M200US13220,13220,"Beckley, WV Metro Area",49070,4632,18786,18087,5632,1933,2015
4076,310M300US13220,13220,"Beckley, WV Metro Area",47940,4641,16792,16981,6474,3052,2016
4458,310M300US13220,13220,"Beckley, WV Metro Area",48342,3950,17984,17752,6029,2627,2017
31,3100000US13380,13380,"Bellingham, WA Metro Area",74183,4928,21670,28689,12016,6880,2005
389,3100000US13380,13380,"Bellingham, WA Metro Area",74795,4913,22090,30967,11784,5041,2006
748,3100000US13380,13380,"Bellingham, WA Metro Area",75759,4817,26331,28097,9792,6722,2007
1109,3100000US13380,13380,"Bellingham, WA Metro Area",76031,5391,24690,28509,12910,4531,2008
1470,3100000US13380,13380,"Bellingham, WA Metro Area",77437,5658,24863,26353,13098,7465,2009
1836,310M100US13380,13380,"Bellingham, WA Metro Area",80288,5453,24668,30441,13673,6053,2010
2202,310M100US13380,13380,"Bellingham, WA Metro Area",79958,5423,23608,30461,13766,6700,2011
2568,310M100US13380,13380,"Bellingham, WA Metro Area",79029,6887,22275,30887,13102,5878,2012
2934,310M200US13380,13380,"Bellingham, WA Metro Area",78330,5166,24499,29388,12498,6779,2013
3315,310M200US13380,13380,"Bellingham, WA Metro Area",81973,5372,25108,30607,14049,6837,2014
3696,310M200US13380,13380,"Bellingham, WA Metro Area",80023,4962,23111,31694,13961,6295,2015
4077,310M300US13380,13380,"Bellingham, WA Metro Area",84011,7108,23856,29609,14242,9196,2016
4459,310M300US13380,13380,"Bellingham, WA Metro Area",88636,7351,22639,34479,16601,7566,2017
32,3100000US13460,13460,"Bend, OR Metro Area",58589,2355,15626,25781,10832,3995,2005
390,3100000US13460,13460,"Bend, OR Metro Area",59676,2440,13865,27739,10576,5056,2006
749,3100000US13460,13460,"Bend, OR Metro Area",62622,1413,15468,29469,11421,4851,2007
1110,3100000US13460,13460,"Bend, OR Metro Area",63383,2351,18191,26182,10683,5976,2008
1471,3100000US13460,13460,"Bend, OR Metro Area",63885,2261,19774,26472,9829,5549,2009
1837,310M100US13460,13460,"Bend, OR Metro Area",64120,3916,17859,26335,11180,4830,2010
2203,310M100US13460,13460,"Bend, OR Metro Area",64678,3065,16152,28641,12413,4407,2011
2569,310M100US13460,13460,"Bend, OR Metro Area",66086,2555,18805,27609,11450,5667,2012
2935,310M200US13460,13460,"Bend-Redmond, OR Metro Area",65065,2753,19316,27695,10531,4770,2013
3316,310M200US13460,13460,"Bend-Redmond, OR Metro Area",66218,1980,20974,27586,11435,4243,2014
3697,310M200US13460,13460,"Bend-Redmond, OR Metro Area",69424,2691,20299,28842,12622,4970,2015
4078,310M300US13460,13460,"Bend-Redmond, OR Metro Area",71262,2688,17854,30503,13826,6391,2016
4460,310M300US13460,13460,"Bend-Redmond, OR Metro Area",74498,1799,18323,34975,12185,7216,2017
33,3100000US13740,13740,"Billings, MT Metro Area",59428,4160,18325,22084,10016,4843,2005
391,3100000US13740,13740,"Billings, MT Metro Area",58418,3235,16718,23686,9713,5066,2006
750,3100000US13740,13740,"Billings, MT Metro Area",59079,2804,16105,23629,11971,4570,2007
1111,3100000US13740,13740,"Billings, MT Metro Area",60295,3445,16990,24565,10573,4722,2008
1472,3100000US13740,13740,"Billings, MT Metro Area",61426,2855,18460,23383,10196,6532,2009
1838,310M100US13740,13740,"Billings, MT Metro Area",65861,3494,19380,25587,10949,6451,2010
2204,310M100US13740,13740,"Billings, MT Metro Area",63921,3971,20285,22679,10758,6228,2011
2570,310M100US13740,13740,"Billings, MT Metro Area",65215,3149,20564,22826,12351,6325,2012
2936,310M200US13740,13740,"Billings, MT Metro Area",66597,3261,21081,23555,11939,6761,2013
3317,310M200US13740,13740,"Billings, MT Metro Area",66824,3764,19671,23621,12552,7216,2014
3698,310M200US13740,13740,"Billings, MT Metro Area",68021,3016,17408,26133,12271,9193,2015
4079,310M300US13740,13740,"Billings, MT Metro Area",69484,4182,17778,26439,14908,6177,2016
4461,310M300US13740,13740,"Billings, MT Metro Area",70979,4114,19090,25267,15612,6896,2017
34,3100000US13780,13780,"Binghamton, NY Metro Area",101519,9760,36820,37763,12060,5116,2005
392,3100000US13780,13780,"Binghamton, NY Metro Area",101502,7560,37676,38464,13418,4384,2006
751,3100000US13780,13780,"Binghamton, NY Metro Area",99267,10216,34115,38260,11926,4750,2007
1112,3100000US13780,13780,"Binghamton, NY Metro Area",98248,10192,33814,36866,12497,4879,2008
1473,3100000US13780,13780,"Binghamton, NY Metro Area",99339,10502,35259,37659,11836,4083,2009
1839,310M100US13780,13780,"Binghamton, NY Metro Area",100830,10543,34401,37636,13513,4737,2010
2205,310M100US13780,13780,"Binghamton, NY Metro Area",100142,10755,34689,37334,10871,6493,2011
2571,310M100US13780,13780,"Binghamton, NY Metro Area",101258,10478,37406,35063,13321,4990,2012
2937,310M200US13780,13780,"Binghamton, NY Metro Area",96729,11141,33692,35220,11487,5189,2013
3318,310M200US13780,13780,"Binghamton, NY Metro Area",99298,11459,35778,36673,11416,3972,2014
3699,310M200US13780,13780,"Binghamton, NY Metro Area",97883,10901,35997,35310,10879,4796,2015
4080,310M300US13780,13780,"Binghamton, NY Metro Area",96261,9828,36155,32443,12738,5097,2016
4462,310M300US13780,13780,"Binghamton, NY Metro Area",99370,12256,35878,34854,11784,4598,2017
35,3100000US13820,13820,"Birmingham-Hoover, AL Metro Area",427776,25820,135086,162805,70859,33206,2005
393,3100000US13820,13820,"Birmingham-Hoover, AL Metro Area",426691,26998,136258,160356,68796,34283,2006
752,3100000US13820,13820,"Birmingham-Hoover, AL Metro Area",431741,28060,138722,164496,69882,30581,2007
1113,3100000US13820,13820,"Birmingham-Hoover, AL Metro Area",432089,28224,134454,164804,72687,31920,2008
1474,3100000US13820,13820,"Birmingham-Hoover, AL Metro Area",445499,28098,149873,162834,70933,33761,2009
1840,310M100US13820,13820,"Birmingham-Hoover, AL Metro Area",430441,26467,141893,165089,66946,30046,2010
2206,310M100US13820,13820,"Birmingham-Hoover, AL Metro Area",433066,27237,141169,168259,66272,30129,2011
2572,310M100US13820,13820,"Birmingham-Hoover, AL Metro Area",437667,30516,140256,165884,71110,29901,2012
